"       ","                                   ","          ","         ","                   ","                            ","                        ","  ","                     "
"ITEM   ","WINE DESC                          ","          ","         "," PROD GRP          ","COUNTRY                     ","SUB REGION           CL ","CL","CLASS DESC           "
"00564  ","COCA COLA CANS                     ","1         ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00565  ","COKE ZERO CANS                     ","1         ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00566  ","SPRITE CANS                        ","1         ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00567  ","COCA COLA CANS                     ","          ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00568  ","COKE ZERO CANS                     ","          ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00569  ","SPRITE CANS                        ","          ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00570  ","SUN LOLLY ORANGE                   ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"00571  ","SUN LOLLY STRAWBERRY               ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"00572  ","SUN LOLLY EXOTIC                   ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"00573  ","SUN LOLLY RASPBERRY                ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"ITEM   ","WINE DESC                          ","          ","         "," PROD GRP          ","COUNTRY                     ","SUB REGION           CL ","CL","CLASS DESC           "
"00574  ","SUN LOLLY LEMON                    ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"00575  ","SUN LOLLY MIX                      ","          ","         "," ICE LOLLIES       ","                            ","                     FD ","FD","FOOD                 "
"00576  ","SUNQUICK ORANGE                    ","          ","         "," CONCENTRATED J    ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00577  ","SUNQUICK TROPICAL                  ","          ","         "," CONCENTRATED J    ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00578  ","SUNQUICK ZERO ORANGE               ","          ","         "," CONCENTRATED J    ","                            ","                     FD ","FD","FOOD                 "
