"      ","   ML/","    OZ/","     "
"ITEM  ","BOTTLE","   CASE","PROOF"
"102102","  800 ","  108.2","   24"
"102103","  750 ","  152.2","   22"
"102104","  750 ","  152.2","   22"
"102105"," 1500 ","  202.9","   22"
"102107","  750 ","   25.4","   22"
"102108","  200 ","  162.3","   24"
"102109","  200 ","  162.3","   24"
"102110","  200 ","  162.3","   24"
"102111","  200 ","  162.3","   24"
"102112","  750 ","  152.2","   24"
"102113","  750 ","  152.2","   24"
"102114","  750 ","  304.4","   24"
"102115","  750 ","  304.4","   13"
"102116","  750 ","  152.2","   22"
"102117","  750 ","  152.2","   24"
"102118","  750 ","  152.2","   22"
"102119","  187 ","  151.8","   24"
"102120","  750 ","  152.2","   22"
"102121","  750 ","  152.2","   22"
"102122","  750 ","  152.2","   22"
"102123","  750 ","  152.2","   24"
"102124","  750 ","  304.4","   23"
"102125","  200 ","    6.8","   22"
"102126","  750 ","  152.2","   23"
"102127","  200 ","  162.3","   23"
"102128","  750 ","  152.2","   22"
"102129","  750 ","  152.2","     "
"102130","  750 ","  152.2","     "
"102131","  750 ","  152.2","     "
"102132","  750 ","  152.2","     "
"102133","  750 ","  152.2","     "
"102134","  750 ","  304.4","   22"
"102136","  750 ","  304.4","   22"
"102137","  750 ","  152.2","   22"
"102138","  750 ","  304.4","   28"
"102139","  750 ","  152.2","   23"
"102140","  750 ","  304.4","   24"
"102141","  750 ","  304.4","   24"
"102142","  750 ","  304.4","   24"
"102143","  750 ","  304.4","   18"
"102144","  750 ","  152.2","   24"
"102145","  750 ","  304.4","   24"
"102146","  750 ","  152.2","   24"
"102147","  750 ","  152.2","   24"
"102148","  189 ","  153.4","   24"
"102149","  750 ","  152.2","   24"
"102150","  750 ","  152.2","   24"
"102151","  750 ","  152.2","   24"
"102152","  750 ","  304.4","   23"
"102153","  750 ","  152.2","   24"
"103001","  750 ","  152.2","   22"
"103002","  750 ","  152.2","   22"
"103003","  750 ","  152.2","   22"
"103004","  750 ","  152.2","   22"
"103005","  750 ","  152.2","   22"
"103006","  750 ","  152.2","   22"
"103007","  750 ","  152.2","   22"
"103008","  750 ","  304.4","   22"
"103009","  750 ","  152.2","   22"
"103010","  750 ","  152.2","   22"
"103011","  750 ","  152.2","   22"
"103012","  750 ","  152.2","   22"
"103014","  750 ","  152.2","   22"
"103015","  750 ","  152.2","   22"
"103016","  750 ","  152.2","   22"
"103017","  750 ","  152.2","   22"
"103018","  750 ","  152.2","   22"
"103019","  750 ","  152.1","   22"
"103020","  750 ","  152.2","   22"
"103022","  750 ","  152.2","   22"
"103023","  750 ","  152.2","   22"
"103024","  750 ","  152.2","   22"
"103025","  750 ","  152.2","   22"
"103026","  375 ","  152.2","   22"
"103027"," 1500 ","  152.2","   22"
"103034","  750 ","  152.2","   22"
"103035","  375 ","  152.2","   22"
"103036","  750 ","  152.2","   22"
"103037","  750 ","  152.2","   22"
"103039","  750 ","  152.2","     "
"103040","  750 ","  152.2","     "
"103041","  750 ","  152.2","     "
"103042","  750 ","  152.2","     "
"103043","  750 ","  152.2","     "
"103044"," 1500 ","  304.4","   24"
"103045","  750 ","  152.2","   24"
"103046","  375 ","  152.2","   22"
"103047","  750 ","   76.1","   22"
"103048","  750 ","  152.2","   22"
"103049","  750 ","  152.2","   22"
"103050","  750 ","  152.2","   22"
"103051"," 3000 ","  101.5","   22"
"103052","  750 ","  152.2","   24"
"103053","  750 ","  152.2","   24"
"103054"," 1500 ","  152.2","   24"
"103055","  750 ","  152.2","   25"
"103056","  750 ","  152.2","   25"
"103057","  750 ","  152.2","   25"
"103058","  750 ","  152.2","   25"
"103059","  750 ","  152.2","   25"
"103060","  750 ","  152.2","   25"
"103061","  750 ","  152.2","   25"
"103062","  375 ","  152.2","   25"
"103063"," 6000 ","  202.9","   25"
"103064"," 9000 ","  304.4","   25"
"103065","15000 ","  507.3","   25"
"103066","  750 ","  152.2","   25"
"103067","  375 ","  152.2","   25"
"103068"," 1500 ","  152.2","   25"
"103069","  750 ","  152.2","   25"
"103070","  750 ","  152.2","   25"
"103071"," 1500 ","  152.2","   25"
"103072","  750 ","  152.2","   25"
"103073","  750 ","  152.2","   25"
"103074"," 1500 ","  152.2","   25"
"103075","  750 ","  152.2","   24"
"103076"," 3000 ","  101.5","   25"
"103077"," 1500 ","  152.2","   25"
"103078","  750 ","   25.4","   25"
"103079","  750 ","   25.4","   25"
"103080","  750 ","   25.4","   25"
"103081","  750 ","   25.4","   25"
"103082","  750 ","   25.4","   25"
"103083","  750 ","  152.2","   25"
"103084"," 3000 ","  101.5","   25"
"103085","  375 ","  152.2","   25"
"104001","  750 ","  152.2","   38"
"104002","  750 ","  304.4","   38"
"104003","  750 ","  304.4","   38"
"104004","  187 ","  151.8","   38"
"104005","  750 ","  304.4","   38"
"104007","  750 ","  304.4","   38"
"104011","  750 ","  152.2","   38"
"104012","  750 ","  152.2","   38"
"104013","  500 ","  101.5","   38"
"104014","  750 ","  152.2","   38"
"104015","  750 ","  152.2","   38"
"104016","  750 ","  152.2","   38"
"104018","  750 ","  152.2","   38"
"104021","  750 ","  152.2","   38"
"104023","  750 ","  304.4","   35"
"104024","  750 ","  152.2","   38"
"104025","  750 ","  152.2","   38"
"104026","  750 ","  152.2","   38"
"104027","  750 ","  152.2","   38"
"104028","  750 ","  152.2","   38"
"104029","  750 ","  152.2","   38"
"104030","  750 ","  152.1","   38"
"104031","  750 ","  152.2","   38"
"104032","  750 ","  152.1","   38"
"104033","  750 ","  152.2","   38"
"104034","  750 ","  152.2","   38"
"104035","  375 ","  152.2","   38"
"104036","  750 ","  152.2","   38"
"104038","  750 ","  152.2","   38"
"104039","  750 ","  152.2","   38"
"104040","  750 ","  152.2","   38"
"104041","  375 ","  304.4","   35"
"104042","  750 ","  304.4","   38"
"104043","  750 ","  304.4","   38"
"104044","  750 ","  152.2","   38"
"104045","  750 ","  152.2","   38"
"104046","  750 ","  152.2","   38"
"104048","  200 ","  162.3","   33"
"104049","  750 ","  152.2","   38"
"104050","  750 ","  152.2","   35"
"104051","  375 ","   76.1","   35"
"105001","  750 ","  152.2","   30"
"105002","  750 ","  152.2","   36"
"105003","  750 ","  152.2","   34"
"105004","  750 ","  152.2","   33"
"105005","  750 ","  304.4","   34"
"105006","  750 ","  152.2","   36"
"105008","  750 ","  152.2","   30"
"105009","  750 ","  304.4","   30"
"106001","  750 ","  304.4","   30"
"106003"," 1000 ","  405.8","   30"
"106009"," 1000 ","  405.8","   30"
"106013","  750 ","  152.2","   30"
"106015","  750 ","  152.2","   30"
"106016","  750 ","  304.4","   30"
"106018"," 1000 ","  405.8","   30"
"106023","  750 ","  152.2","   30"
"106024","  750 ","  304.4","   36"
"106028","  750 ","  152.2","   36"
"106029","  750 ","  152.2","   30"
"107001","  750 ","  152.2","     "
"107002","  750 ","  152.2","     "
"107003","  750 ","  152.2","     "
"107004","  750 ","  152.2","     "
"111000","  750 ","  304.4","   24"
"111001","  750 ","  304.4","   24"
"111002","  750 ","  304.4","   24"
"111003","  750 ","  304.4","   24"
"111004","  750 ","  304.4","   24"
"111005","  750 ","  304.4","   24"
"111006","  750 ","  304.4","   24"
"111007","  750 ","  304.4","   24"
"111008","  750 ","  304.4","   24"
"111009","  750 ","  304.4","   24"
"111010","  750 ","  304.4","   24"
"111011","  750 ","  304.4","   24"
"111012","  750 ","  304.4","   24"
"111013","  750 ","  304.4","   24"
"111014","  750 ","  304.4","   24"
"111015","  750 ","  304.4","   24"
"111016","  750 ","  304.4","   24"
"111017","  750 ","  304.4","   24"
"111018","  750 ","  304.4","   24"
"111019","  750 ","  304.4","   24"
"111020","  750 ","  304.4","   24"
"111021","  750 ","  304.4","   24"
"111022","  750 ","  304.4","   24"
"111023","  750 ","  152.2","   24"
"111024","  750 ","  152.2","   24"
"111025","  750 ","  304.4","   24"
"111026","  750 ","  152.2","   24"
"111027","  750 ","  304.4","   24"
"111028","  750 ","  304.4","   24"
"111029","  750 ","  152.2","   24"
"111030","  750 ","  304.4","   24"
"111031","  750 ","  304.4","   24"
"111032","  750 ","  304.4","   24"
"111033","  750 ","  304.4","   24"
"111034","  750 ","  304.4","   24"
"111035","  750 ","  304.4","   24"
"111036","  750 ","  304.4","   24"
"111037","  750 ","   76.1","   24"
"111038"," 1500 ","  152.2","   24"
"111039","  750 ","  304.4","   24"
"111040","  750 ","  152.2","   24"
"111041","  750 ","  152.2","   24"
"111042","  750 ","  152.2","   24"
"111043","  750 ","  152.2","   24"
"111044","  750 ","  152.2","   34"
"111045","  750 ","   76.1","   34"
"111046","  750 ","  304.4","   24"
"111047","  750 ","  304.4","   24"
"111048","  750 ","  304.4","   24"
"111049","  750 ","  304.4","   24"
"111053","  750 ","  304.4","   24"
"111054","  750 ","  304.4","   24"
"111055","  750 ","  304.4","   24"
"111056","  750 ","  304.4","   24"
"111057","  750 ","  152.2","   24"
"111058","  750 ","  304.4","   24"
"111059","  750 ","  304.4","   24"
"111060","  750 ","  304.4","   24"
"111061","  750 ","  304.4","   24"
"111062","  750 ","  304.4","   24"
"111063","  750 ","  304.4","   24"
"111064","  750 ","  152.2","   24"
"111065","  187 ","  151.8","   24"
"111066","  187 ","  151.8","   24"
"111067","  750 ","  304.4","   24"
"111068","  750 ","  304.4","   24"
"111069","  750 ","  304.4","   24"
"111070","  750 ","  152.2","   24"
"111071","  750 ","  304.4","   24"
"111072","  750 ","  304.4","   24"
"111073","  750 ","  152.2","   24"
"111074","  750 ","  304.4","   24"
"111075","  375 ","  152.2","   24"
"111076","  375 ","  152.2","   24"
"111077","  750 ","  304.4","   20"
"111078","  750 ","  304.4","   20"
"111079","  750 ","  304.4","   20"
"111080","  750 ","  152.2","   24"
"111081","  750 ","  152.2","   24"
"111082","  750 ","  304.4","   24"
"111083","  750 ","  304.4","   24"
"111084","  750 ","  304.4","   24"
"111085","  750 ","  304.4","   24"
"111086","  750 ","  152.2","   24"
"111087","  750 ","  152.2","   24"
"111088","  750 ","  152.2","   24"
"111089","  750 ","  152.2","   24"
"111090","  750 ","  152.2","   24"
"111091","  750 ","  152.2","   24"
"111092","  750 ","  152.2","   24"
"111093","  750 ","  152.2","   24"
"111094","  750 ","  152.2","   24"
"111095","  750 ","  152.2","   24"
"111096","  750 ","  152.2","   24"
"111097","  750 ","  152.2","   24"
"111098","  750 ","  152.2","   24"
"111099","  750 ","  152.2","   24"
"111100","  750 ","  152.2","   24"
"111101"," 4000 ","  541.1","   24"
"111102","  750 ","  152.2","   24"
"111103","  750 ","  304.4","   24"
"111104","  750 ","  304.4","   24"
"111105","  750 ","  304.4","   24"
"111106","  750 ","  304.4","   24"
"111107","  750 ","  152.2","   24"
"111108","  750 ","  152.2","   24"
"111109","  750 ","  152.2","   24"
"111110","  750 ","  152.2","   24"
"111111","  750 ","  152.2","   24"
"111112","  750 ","  152.2","   24"
"111113"," 1500 ","  304.4","   24"
"111114"," 3000 ","  405.8","   24"
"111115","  750 ","  304.4","   24"
"111116","  200 ","  162.3","   14"
"111117","  750 ","  304.4","   24"
"111118","  750 ","  304.4","   26"
"111119","  750 ","  304.4","   27"
"111120","  750 ","  304.4","   25"
"111121","  750 ","  152.2","   24"
"111122","  750 ","  152.2","   24"
"111123","  750 ","  152.2","   26"
"111124","  750 ","  304.4","   24"
"111125","  750 ","  304.4","   24"
"111126","  750 ","  304.4","   24"
"111127","  750 ","  304.4","   24"
"111128","  750 ","  304.4","   24"
"111129","  750 ","  152.2","   24"
"111130","  750 ","  304.4","   24"
"111131","  750 ","  304.4","   24"
"111132","  750 ","  304.4","   24"
"111133","  750 ","  304.4","   24"
"111134","  750 ","  304.4","   24"
"111135","  750 ","  304.4","   15"
"111136","  750 ","  304.4","   22"
"111137","  750 ","  304.4","   23"
"111138","  750 ","  304.4","   24"
"111139","  750 ","  152.2","   24"
"111140","  750 ","  304.4","   24"
"111141","  750 ","  304.4","   24"
"111142","  750 ","  304.4","   24"
"111143","  750 ","  304.4","   24"
"111144","  750 ","  304.4","   24"
"111145","  750 ","  304.4","   24"
"111146","  750 ","  152.2","   22"
"111147","  750 ","  152.2","   22"
"111148","  750 ","  152.2","   25"
"111149","  750 ","  152.2","   29"
"111150","  750 ","  152.2","   29"
"111151","  750 ","  152.2","   29"
"111152","  750 ","  304.4","   27"
"111153","  750 ","  304.4","   15"
"111154","  750 ","  304.4","   15"
"111155","  750 ","  304.4","   15"
"111156","  187 ","  151.8","   15"
"111157","  187 ","  151.8","   15"
"111158","  187 ","  151.8","   15"
"111159","  750 ","  304.4","   12"
"111160","  750 ","  304.4","   12"
"111161","  750 ","  304.4","   12"
"111162","  750 ","  152.2","   24"
"111163","  750 ","  152.2","   24"
"111164","  750 ","  152.2","   27"
"111165","  750 ","  152.2","   24"
"111166","  750 ","  152.2","   24"
"111167","  750 ","  304.4","   24"
"111168","  750 ","  304.4","   24"
"111169","  750 ","  152.2","   24"
"111170"," 1500 ","  152.2","   22"
"111171","  750 ","  304.4","   28"
"111172","  750 ","  304.4","   28"
"111173","  750 ","  304.4","   28"
"111174","  750 ","  304.4","   27"
"111175","  750 ","  304.4","   29"
"111176","  750 ","  304.4","   30"
"111177","  750 ","  304.4","   31"
"111178","  750 ","  304.4","   28"
"111179","  750 ","  304.4","   25"
"111180","  750 ","  304.4","   27"
"111181","  750 ","  304.4","   27"
"111182","  750 ","  304.4","   27"
"111183","  750 ","  304.4","   29"
"111184","  750 ","  304.4","   34"
"111185","  750 ","  304.4","   32"
"111186","  750 ","  304.4","   27"
"111187","  750 ","  304.4","   29"
"111188","  750 ","  304.4","   27"
"111189","  750 ","  152.2","   27"
"111190","  750 ","  152.2","   24"
"111191","  750 ","  152.2","   27"
"111192","  750 ","  152.2","   28"
"111193","  750 ","  152.2","   28"
"111194","  750 ","  152.2","   24"
"111195","  750 ","  304.4","   27"
"111196","  750 ","  304.4","   25"
"111197","  750 ","  304.4","   25"
"111198","  750 ","  304.4","   25"
"111199","  750 ","  304.4","   25"
"111200","  750 ","  304.4","   25"
"111201","  750 ","  152.2","   28"
"111202","  750 ","  304.4","   24"
"111203","  750 ","  152.2","   29"
"111204","  750 ","  152.2","   26"
"111205","  750 ","  152.2","   24"
"111206","  750 ","  152.2","   24"
"111207","  750 ","  304.4","   24"
"111208","  750 ","  304.4","   27"
"111209","  750 ","  304.4","   27"
"111210","  750 ","  304.4","   27"
"111211","  750 ","  304.4","   27"
"111212","  750 ","  304.4","   27"
"111213","  750 ","  152.2","   24"
"111214","  750 ","  304.4","   26"
"111215","  750 ","  152.2","   29"
"111216","  750 ","  152.2","   28"
"111217","  750 ","  152.2","   27"
"111218","  750 ","  152.2","   25"
"111219","  750 ","  152.2","     "
"111220","  750 ","  152.2","     "
"111221","  750 ","  152.2","     "
"111222","  750 ","  152.2","     "
"111223","  750 ","  152.2","   25"
"111224","  750 ","  304.4","   24"
"111225","  750 ","  304.4","   25"
"111226","  750 ","  152.2","   25"
"111227","  750 ","  304.4","   21"
"111228","  750 ","  152.2","   24"
"111229","  750 ","  304.4","   24"
"111230","  750 ","  304.4","   24"
"111231","  750 ","  152.2","   24"
"111232","  750 ","  152.2","   24"
"111233","  750 ","  152.2","   24"
"111234","  750 ","  152.2","   28"
"111235","  750 ","   76.1","     "
"111236","  750 ","  152.2","     "
"111237","  750 ","  152.2","     "
"111238","  750 ","  152.2","     "
"111239","  750 ","  152.2","   26"
"111240","  750 ","  304.4","   25"
"111241","  750 ","  152.2","   29"
"111242","  750 ","  152.2","   27"
"111243","  750 ","  152.2","   27"
"111244","  750 ","  304.4","   25"
"201002","   50 ","  202.9","   80"
"201003"," 1140 ","  462.6","   80"
"201004","   50 ","  202.9","   80"
"201005","   50 ","  162.3","   80"
"201006","   50 ","  202.9","   80"
"201008","  750 ","  304.4","   86"
"201009","  200 ","  324.7","   80"
"201011","  375 ","  304.4","   80"
"201012","  750 ","  152.2","   86"
"201013","  750 ","  304.4","   80"
"201014","  750 ","  304.4","   86"
"201015"," 2000 ","  405.8","   80"
"201017"," 4500 ","  456.6","   80"
"201018","  700 ","   71.0","   86"
"201019","  750 ","  304.4","   80"
"201020","  750 ","   76.1","   86"
"201021","   50 ","  101.5","   80"
"201022","  700 ","  142.0","   80"
"201023","  700 ","  284.1","   80"
"201024","  750 ","  304.4","   80"
"201025","  375 ","  152.2","   80"
"201026","  750 ","  152.2","   80"
"201027"," 1000 ","  202.9","   80"
"201028","  750 ","  152.2","   80"
"201029","  750 ","  152.2","   80"
"201030","  750 ","  152.2","   80"
"201031","  750 ","  101.5","   86"
"201032","  750 ","  152.2","   80"
"201033"," 1000 ","  405.8","   80"
"201034","  750 ","  152.2","   80"
"201035","  750 ","  152.2","   80"
"201036","  750 ","  152.2","   80"
"201037","  750 ","  101.5","   80"
"201038","  700 ","  142.0","   86"
"201039","  750 ","  152.2","   90"
"201040","  750 ","  152.2","   80"
"201041","  750 ","  304.4","   80"
"201042","  750 ","  152.2","   80"
"201043"," 1000 ","  202.9","   94"
"201045","  750 ","  304.4","   80"
"201046","  700 ","  142.0","   80"
"201047"," 1000 ","  405.8","   80"
"201048","  700 ","  142.0","   80"
"201049","  750 ","  152.2","  100"
"201050","  700 ","  142.0","   80"
"201051","  750 ","  304.4","   86"
"201052","  750 ","  304.4","   80"
"201053","  750 ","  304.4","   80"
"201054","  750 ","  304.4","   80"
"201057","   50 ","  101.5","   80"
"201058","  700 ","  284.1","   86"
"201059","  750 ","  304.4","   86"
"201060","  700 ","  142.0","   80"
"201061","  700 ","  142.0","   86"
"201062","  700 ","  142.0","   91"
"201063","  700 ","  142.0","   80"
"201064","  700 ","  142.0","   80"
"201065","  750 ","  304.4","   82"
"201066","  750 ","  304.4","   71"
"201067","  750 ","  304.4","   86"
"201068","  700 ","  142.0","   86"
"201069"," 1000 ","  405.8","   80"
"201070","  750 ","  304.4","   80"
"201071"," 2000 ","  405.8","   80"
"201072","  200 ","  324.7","   80"
"201073","  375 ","  304.4","   80"
"201074","  700 ","  284.1","   80"
"201075","   50 ","  162.3","   80"
"201076","  200 ","  324.7","   80"
"201077","  350 ","  284.1","   80"
"201078","  700 ","  284.1","   80"
"201079"," 4500 ","  304.4","   80"
"201080"," 2000 ","  405.8","   80"
"201081","  700 ","  142.0","   86"
"201082","  700 ","  284.1","   86"
"201084","  750 ","  304.4","   86"
"201085","  750 ","  304.4","   86"
"201086","  750 ","  152.2","   80"
"201087","  350 ","  142.0","   86"
"201088","  750 ","  304.4","   80"
"201089","  750 ","  152.2","   80"
"201090","  700 ","  142.0","   86"
"201091","  750 ","  152.2","   80"
"201092","   50 ","  101.5","   80"
"201093","  700 ","  142.0","   86"
"201094","  750 ","  304.4","   86"
"201095"," 1750 ","  355.1","   86"
"201096","  700 ","  142.0","   86"
"201097","  750 ","  152.2","   96"
"201098","  750 ","  152.2","   96"
"201099","  750 ","  152.2","   96"
"201100","  750 ","  304.4","   92"
"201101","  700 ","  142.0","   80"
"201102","  700 ","  142.0","   86"
"201103","  700 ","   94.7","   92"
"201104","  700 ","  142.0","   86"
"201105","  700 ","  142.0","   92"
"201106","  700 ","   23.7","   86"
"201107","  700 ","  142.0","   92"
"201108","  700 ","  142.0","   80"
"201109","  700 ","   71.0","   87"
"202001","  750 ","  304.4","   70"
"202002","  750 ","  152.2","   80"
"202003","  750 ","  304.4","   70"
"202004","  750 ","  152.2","   80"
"202005","  750 ","  304.4","   70"
"202006","  750 ","  152.2","   80"
"202007","  750 ","  304.3","   70"
"202008","  750 ","   76.1","   80"
"202009","  750 ","  304.4","   70"
"202010","  375 ","  304.4","   80"
"202012","  750 ","  304.4","   70"
"202013","  750 ","  304.4","   70"
"202014"," 1000 ","  202.9","   70"
"202015","  750 ","  304.4","   70"
"202016","   50 ","  101.5","   70"
"202017","  750 ","  304.4","   70"
"202018","  375 ","  152.2","   70"
"202019","  750 ","  304.4","   70"
"202020","  200 ","  162.3","   80"
"202021"," 1000 ","  405.8","   80"
"202022","   50 ","  202.9","   80"
"202023","  750 ","  304.4","   80"
"202024","   50 ","  202.9","   70"
"202025"," 3000 ","  101.5","   80"
"202026","   50 ","  202.9","   70"
"202027"," 1750 ","  355.1","   80"
"202028"," 1000 ","  405.8","   70"
"202030","  700 ","  142.0","   83"
"202031","  375 ","  304.4","   80"
"202032","  700 ","  142.0","   80"
"202033","  200 ","  324.7","   80"
"202034","  700 ","  142.0","   87"
"202035","   50 ","  101.5","   80"
"202041","  200 ","  324.7","   80"
"202043","  375 ","  304.4","   80"
"202045","  750 ","  304.4","   80"
"202049"," 1750 ","  355.1","   80"
"202057","  750 ","  304.4","   80"
"202059","  750 ","  304.4","   70"
"202061","  750 ","  304.4","   80"
"202063"," 1000 ","  405.7","   80"
"202066","  750 ","  304.4","   80"
"202067","  750 ","   76.1","   80"
"202069","  750 ","  152.2","   80"
"202071","  750 ","  304.4","   80"
"202073","  375 ","  152.2","   70"
"202074","   50 ","  101.5","   70"
"202076","  200 ","  162.3","   70"
"202078","  750 ","  304.4","   70"
"202080"," 1000 ","  405.8","   70"
"202082"," 1750 ","  355.1","   70"
"202084","  750 ","  304.4","   86"
"202088","  700 ","  284.1","   86"
"202092","  700 ","  142.0","   86"
"202094","  700 ","  284.1","   86"
"202096","  750 ","  152.2","   80"
"202098","  750 ","  304.4","   80"
"202100","  750 ","  304.4","   13"
"202101","  700 ","  142.0","   80"
"202103","  700 ","  142.0","   80"
"202105","  700 ","  142.0","   88"
"202107","  700 ","  142.0","   88"
"202109","  700 ","  142.0","   88"
"202111","  750 ","  152.2","   80"
"202112","  750 ","  304.4","   70"
"202113","  750 ","  304.4","   70"
"202114"," 1000 ","  202.9","   80"
"202115","  750 ","  304.4","   70"
"202116"," 1000 ","  405.8","  126"
"202117","  750 ","  152.2","   86"
"202118","  750 ","  304.4","   86"
"202119","  750 ","  304.4","   86"
"202120","  200 ","  162.3","   80"
"202121","  750 ","  304.4","   86"
"202123","  750 ","  304.4","  126"
"202124","  700 ","  142.0","   86"
"202125","  750 ","  304.4","   70"
"202126","  750 ","  304.4","   70"
"202127","  750 ","  304.4","   70"
"202128","  200 ","  162.3","   70"
"202129","  980 ","  397.7","   70"
"202130","  750 ","  304.4","   70"
"202132","  750 ","  304.4","   70"
"202134","  700 ","  142.0","   80"
"202135","  700 ","  142.0","   80"
"202136","  700 ","  142.0","   80"
"202137","  750 ","  152.2","   80"
"202139","  750 ","  304.4","   80"
"202140","  750 ","  152.2","   80"
"202141","  500 ","  101.5","   80"
"202143","  750 ","  152.2","   80"
"202144","  750 ","  304.4","   80"
"202147","  750 ","  304.4","   80"
"202148","  750 ","  304.4","   80"
"202149","  750 ","  304.4","   80"
"202150","  750 ","  152.2","   80"
"202151","  700 ","  142.0","   86"
"202152","  700 ","   71.0","   80"
"202153","  700 ","  142.0","   80"
"203001","   50 ","  101.5","   80"
"203002"," 1000 ","  202.9","   80"
"203003","  750 ","  304.4","   80"
"203004"," 1750 ","  355.1","   80"
"203005","  750 ","  152.2","   80"
"203006","  750 ","  304.4","   80"
"203007","  750 ","  152.2","   80"
"203009","  750 ","  152.2","   80"
"203010"," 1500 ","  304.4","   80"
"203011","  750 ","  152.2","   80"
"203012","   50 ","  162.3","   80"
"203013"," 1000 ","  202.9","   80"
"203014","   50 ","  202.9","   80"
"203016","  750 ","  152.2","   80"
"203017","  750 ","  304.4","   70"
"203018","  750 ","  152.2","   80"
"203021","  750 ","  304.4","   80"
"203022","  750 ","  152.2","   80"
"203023","  750 ","  304.4","   80"
"203024","   50 ","  243.5","   80"
"203026","  200 ","  162.3","   80"
"203027"," 3000 ","  101.5","   80"
"203028","  375 ","  152.1","   80"
"203029"," 1750 ","  355.1","   80"
"203030","  750 ","  304.4","   80"
"203031","  750 ","  152.2","   80"
"203032"," 1000 ","  405.8","   80"
"203033"," 1000 ","  202.9","   80"
"203034","  500 ","  202.9","   80"
"203035"," 6000 ","  202.9","   80"
"203036","  750 ","  152.2","   80"
"203037","  750 ","  152.2","   80"
"203038","  750 ","  152.2","   80"
"203039","  750 ","  304.4","   70"
"203040","  750 ","  152.2","   80"
"203041","  750 ","  304.4","   80"
"203042","  750 ","  304.4","   80"
"203043","  750 ","  152.2","   80"
"203044","  750 ","  152.2","   80"
"203045"," 1000 ","  202.9","   80"
"203046","  375 ","  152.2","   80"
"203047","  750 ","  304.4","   80"
"203048","  750 ","  304.4","   70"
"203049","  375 ","  152.2","   80"
"203050","  750 ","  152.2","   80"
"203051","    5 ","    6.1","   80"
"203052","  750 ","  304.4","   80"
"203053","  750 ","  152.2","   80"
"203054","  750 ","  304.4","   80"
"203055","   50 ","  101.5","   80"
"203056","  750 ","  152.2","   80"
"203057","  750 ","   76.1","   80"
"203058"," 3000 ","  202.9","   80"
"203059"," 1000 ","  202.9","   70"
"203060","  700 ","  284.1","   80"
"203061","  375 ","  304.4","   80"
"203062","  200 ","  162.3","   80"
"203063","  750 ","  304.4","   80"
"203064"," 1000 ","  405.8","   80"
"203065","  750 ","  152.2","   80"
"203066"," 4500 ","  152.2","   80"
"203067","  750 ","  101.5","   80"
"203068"," 1750 ","  355.1","   80"
"203069","   50 ","  101.5","   80"
"203070","  750 ","  304.4","   80"
"203071","  200 ","   81.2","   80"
"203072","  375 ","  152.2","   80"
"203073","  375 ","  152.2","   80"
"203074"," 1000 ","  405.8","   80"
"203075"," 1750 ","  355.1","   80"
"203076","  750 ","  152.2","   80"
"203077"," 1000 ","  202.9","   80"
"203078","  750 ","  304.4","   80"
"204001","  700 ","  142.0","   80"
"204003","  700 ","  142.0","   75"
"204004"," 1000 ","  202.9","   94"
"204006","  750 ","  304.4","   86"
"204007","  700 ","  142.0","   92"
"204008","  750 ","  304.4","   94"
"204009","  750 ","  152.2","   94"
"204010","  750 ","  304.4","   94"
"204011"," 1000 ","  405.8","   94"
"204012","  750 ","  152.2","   80"
"204013"," 1000 ","  202.9","   80"
"204014","  700 ","   71.0","   80"
"204015"," 1000 ","  202.9","   94"
"204016"," 1000 ","  405.8","   92"
"205001","  750 ","  152.2","   80"
"205003","  750 ","  152.2","   80"
"205005","  750 ","  152.2","   80"
"205007","  750 ","  304.4","   80"
"205009","  750 ","  304.4","   80"
"205010","  750 ","  152.2","   80"
"205011","  750 ","  152.2","   80"
"205012","   50 ","  121.7","   70"
"205013","  750 ","  152.2","   80"
"205014","  750 ","  152.2","   80"
"205015","  750 ","  304.4","   86"
"205016"," 1000 ","  405.8","   80"
"205017","  750 ","  152.2","   80"
"205018"," 1000 ","  405.8","   80"
"205020","  750 ","  152.2","   80"
"205022","  700 ","  142.0","   80"
"205023","  750 ","  152.2","   80"
"205024","  750 ","  304.4","   80"
"205025","   50 ","  101.5","   80"
"205026","  750 ","  304.4","   80"
"205027","  750 ","  304.4","   80"
"205028","  750 ","  304.4","   80"
