"      ","   ML/","    OZ/","     "
"ITEM  ","BOTTLE","   CASE","PROOF"
"813121","      ","       ","     "
"813122","      ","       ","     "
"813123","      ","       ","   24"
"813124","      ","       ","   24"
"813125","      ","       ","   24"
"813126","      ","       ","     "
"813127","      ","       ","     "
"813128","      ","       ","     "
"813130","      ","       ","     "
"813131","      ","       ","     "
"813132","      ","       ","     "
"813133","      ","       ","     "
"813134","      ","       ","     "
"813151","      ","       ","     "
"813152","      ","       ","     "
"813153","      ","       ","     "
"813154","      ","       ","     "
"813155","      ","       ","     "
"813191","      ","       ","     "
"813192","      ","       ","     "
"813193","      ","       ","     "
"813194","      ","       ","     "
"813195","      ","       ","     "
"813197","      ","       ","     "
"813198","      ","       ","     "
"813199","      ","       ","     "
"813200","      ","       ","     "
"813201","      ","       ","     "
"813202","      ","       ","     "
"813203","      ","       ","     "
"813204","      ","       ","     "
"813205","      ","       ","     "
"813206","      ","       ","     "
"813207","      ","       ","     "
"813208","      ","       ","     "
"813209","      ","       ","     "
"813210","      ","       ","     "
"813211","      ","       ","     "
"813212","      ","       ","     "
"813213","      ","       ","     "
"813214","      ","       ","     "
"813215","      ","       ","     "
"813216","      ","       ","     "
"813217","      ","       ","     "
"813218","      ","       ","     "
"813219","      ","       ","     "
"813220","      ","       ","     "
"813221","      ","       ","     "
"813222","      ","       ","     "
"813223","      ","       ","     "
"813224","      ","       ","     "
"813225","      ","       ","     "
"813226","      ","       ","     "
"813227","      ","       ","     "
"813231","      ","       ","     "
"813232","      ","       ","     "
"813233","      ","       ","     "
"813234","      ","       ","     "
"813235","      ","       ","     "
"813236","      ","       ","     "
"813237","      ","       ","     "
"813238","      ","       ","     "
"813239","      ","       ","     "
"813240","      ","       ","     "
"813241","      ","       ","     "
"813242","      ","       ","     "
"813243","      ","       ","     "
"813244","      ","       ","     "
"813245","      ","       ","     "
"813246","      ","       ","     "
"813247","      ","       ","     "
"813248","      ","       ","     "
"813250","      ","       ","     "
"813253","      ","       ","   24"
"813254","      ","       ","   24"
"813255","      ","       ","   24"
"813256","      ","       ","   24"
"813258","      ","       ","   24"
"813259","      ","       ","   24"
"813260","      ","       ","   24"
"813261","      ","       ","   24"
"813262","      ","       ","   24"
"813263","      ","       ","   24"
"813264","      ","       ","   24"
"813265","      ","       ","   24"
"813266","      ","       ","   24"
"813267","      ","       ","   24"
"813268","      ","       ","   24"
"813269","      ","       ","   24"
"813270","      ","       ","   24"
"813271","      ","       ","   24"
"813272","      ","       ","   24"
"813273","      ","       ","   24"
"813274","      ","       ","     "
"813276","      ","       ","     "
"813278","      ","       ","     "
"813281","      ","       ","     "
"813282","      ","       ","     "
"813283","      ","       ","     "
"813284","      ","       ","     "
"813285","      ","       ","     "
"813286","      ","       ","     "
"813287","      ","       ","     "
"813288","      ","       ","     "
"813289","      ","       ","     "
"813290","      ","       ","     "
"813291","      ","       ","     "
"813293","      ","       ","     "
"813294","      ","       ","     "
"813295","      ","       ","     "
"813296","      ","       ","     "
"813297","      ","       ","     "
"813298","      ","       ","     "
"813299","      ","       ","     "
"813300","      ","       ","     "
"813301","      ","       ","     "
"813302","      ","       ","     "
"813303","      ","       ","     "
"813304","      ","       ","     "
"813305","      ","       ","     "
"813306","      ","       ","     "
"813307","      ","       ","     "
"813308","      ","       ","     "
"813309","      ","       ","     "
"813310","      ","       ","     "
"813311","      ","       ","     "
"813312","      ","       ","   24"
"813313","      ","       ","   24"
"813314","      ","       ","   24"
"813315","      ","       ","   24"
"813316","      ","       ","   24"
"813317","      ","       ","   24"
"813318","      ","       ","   24"
"813319","      ","       ","     "
"813321","      ","       ","     "
"813340","      ","       ","     "
"813341","      ","       ","     "
"813342","      ","       ","     "
"813343","      ","       ","     "
"813345","      ","       ","     "
"813346","      ","       ","     "
"813347","      ","       ","     "
"813348","      ","       ","     "
"813350","      ","       ","     "
"813351","      ","       ","     "
"813352","      ","       ","     "
"813353","      ","       ","     "
"813354","      ","       ","     "
"813355","      ","       ","     "
"813356","      ","       ","     "
"813360","      ","       ","     "
"813361","      ","       ","     "
"813362","   30 ","    1.0","     "
"813363","   30 ","    1.0","     "
"813364","      ","       ","     "
"813365","      ","       ","     "
"813366","      ","       ","     "
"813367","      ","       ","     "
"813368","      ","       ","     "
"813369","      ","       ","     "
"813370","      ","       ","     "
"813371","      ","       ","     "
"813372","      ","       ","     "
"813373","      ","       ","     "
"813374","      ","       ","     "
"813375","      ","       ","     "
"813376","      ","       ","     "
"813377","      ","       ","     "
"813378","      ","       ","     "
"813379","   30 ","    1.0","     "
"813380","   30 ","    1.0","     "
"813381","      ","       ","     "
"813384","      ","       ","     "
"813409","      ","       ","     "
"813543","      ","       ","     "
"813608","      ","       ","     "
"813623","      ","       ","     "
"813785","      ","       ","     "
"813786","      ","       ","   24"
"813787","      ","       ","     "
"813788","      ","       ","     "
"813789","      ","       ","   24"
"813791","      ","       ","     "
"813792","      ","       ","     "
"813795","      ","       ","     "
"813796","      ","       ","     "
"813797","      ","       ","     "
"813798","      ","       ","   24"
"813800","      ","       ","     "
"813802","      ","       ","     "
"813803","      ","       ","     "
"813808","      ","       ","     "
"813809","      ","       ","     "
"813810","      ","       ","     "
"813811","      ","       ","     "
"813814","    1 ","       ","     "
"813815","      ","       ","     "
"813816","    1 ","       ","     "
"813818","    1 ","       ","     "
"813819","      ","       ","     "
"813820","      ","       ","     "
"813821","      ","       ","     "
"813822","      ","       ","     "
"813824","      ","       ","     "
"813826","      ","       ","     "
"813827","      ","       ","     "
"813828","      ","       ","     "
"813829","      ","       ","     "
"813830","      ","       ","     "
"813831","      ","       ","     "
"813832","      ","       ","     "
"813833","      ","       ","     "
"813834","      ","       ","     "
"813835","      ","       ","     "
"813836","      ","       ","     "
"813837","      ","       ","     "
"813845","      ","       ","     "
"813847","      ","       ","     "
"813848","      ","       ","     "
"813850","      ","       ","     "
"813851","      ","       ","     "
"813853","      ","       ","     "
"813862","      ","       ","     "
"813866","      ","       ","     "
"813869","      ","       ","     "
"813870","      ","       ","     "
"813871","      ","       ","     "
"813872","      ","       ","     "
"813873","      ","       ","     "
"813876","      ","       ","     "
"813877","      ","       ","     "
"813878","      ","       ","     "
"813879","      ","       ","     "
"813880","      ","       ","     "
"813881","      ","       ","     "
"813882","      ","       ","     "
"813883","      ","       ","     "
"813884","      ","       ","     "
"813885","      ","       ","     "
"813886","      ","       ","     "
"813887","      ","       ","     "
"813888","      ","       ","     "
"813889","      ","       ","     "
"813910","      ","       ","     "
"813930","      ","       ","     "
"813938","      ","       ","     "
"814001","      ","       ","     "
"814002","      ","       ","     "
"814003","      ","       ","     "
"814004","      ","       ","     "
"814005","      ","       ","     "
"814006","      ","       ","     "
"814007","      ","       ","     "
"814008","      ","       ","     "
"814009","      ","       ","     "
"814042","      ","       ","     "
"814044","      ","       ","     "
"814045","      ","       ","     "
"814053","      ","       ","     "
"814054","      ","       ","     "
"814055","      ","       ","     "
"814056","      ","       ","     "
"814057","      ","       ","     "
"814058","      ","       ","     "
"814065","      ","       ","     "
"814069","      ","       ","     "
"814083","      ","       ","     "
"814084","      ","       ","     "
"814085","      ","       ","     "
"814086","      ","       ","     "
"814087","      ","       ","     "
"814088","      ","       ","     "
"814089","      ","       ","     "
"814090","      ","       ","     "
"814091","      ","       ","     "
"814093","      ","       ","     "
"814094","      ","       ","     "
"814095","      ","       ","     "
"814099","      ","       ","     "
"814100","      ","       ","     "
"814101","      ","       ","     "
"814102","      ","       ","     "
"814103","      ","       ","     "
"814116","      ","       ","     "
"814117","      ","       ","     "
"814119","      ","       ","     "
"814120","      ","       ","     "
"814121","      ","       ","     "
"814122","      ","       ","     "
"814124","      ","       ","     "
"814125","      ","       ","     "
"814126","      ","       ","     "
"814127","      ","       ","     "
"814128","      ","       ","     "
"814160","      ","       ","   24"
"814443","      ","       ","     "
"814456","      ","       ","     "
"814459","      ","       ","     "
"814491","      ","       ","     "
"815008","      ","       ","     "
"815010","      ","       ","     "
"815023","      ","       ","     "
"815026","      ","       ","     "
"815028","      ","       ","     "
"815029","      ","       ","     "
"815031","      ","       ","     "
"815032","      ","       ","     "
"815047","      ","       ","     "
"815105","      ","       ","     "
"815143","      ","       ","     "
"815147","      ","       ","     "
"815148","      ","       ","     "
"815204","      ","       ","     "
"815206","      ","       ","     "
"815207","      ","       ","     "
"815210","      ","       ","     "
"815231","   30 ","    1.0","     "
"815234","      ","       ","     "
"815235","      ","       ","     "
"815236","      ","       ","     "
"815237","      ","       ","     "
"815238","      ","       ","     "
"815239","      ","       ","     "
"815241","      ","       ","     "
"815242","      ","       ","     "
"815246","      ","       ","     "
"815247","      ","       ","     "
"815249","      ","       ","     "
"815392","      ","       ","     "
"816311","      ","       ","     "
"816315","      ","       ","   24"
"816339","      ","       ","     "
"816340","      ","       ","     "
"816403","      ","       ","     "
"816477","      ","       ","     "
"816495","   30 ","    1.0","     "
"816519","      ","       ","     "
"816521","      ","       ","     "
"816574","      ","       ","     "
"816575","      ","       ","     "
"816576","      ","       ","     "
"816584","      ","       ","     "
"816614","      ","       ","     "
"816649","   30 ","    1.0","     "
"816705","      ","       ","     "
"816865","      ","       ","     "
"816933","      ","       ","     "
"817057","      ","       ","     "
"817064","      ","       ","     "
"817067","      ","       ","     "
"817068","      ","       ","     "
"817069","      ","       ","     "
"817093","      ","       ","     "
"817094","      ","       ","     "
"817111","      ","       ","     "
"817287","      ","       ","     "
"817294","      ","       ","     "
"817360","      ","       ","   24"
"817361","      ","       ","   24"
"817362","      ","       ","   24"
"817363","      ","       ","   24"
"817364","      ","       ","     "
"817365","      ","       ","   24"
"817366","      ","       ","   24"
"817367","      ","       ","   24"
"817368","      ","       ","   24"
"817481","      ","       ","     "
"817585","      ","       ","     "
"817590","      ","       ","   24"
"817665","      ","       ","     "
"817752","      ","       ","     "
"817868","      ","       ","     "
"817972","      ","       ","     "
"818052","      ","       ","     "
"818053","      ","       ","     "
"818210","      ","       ","   24"
"818240","      ","       ","     "
"818304","      ","       ","     "
"818329","      ","       ","     "
"818891","      ","       ","     "
"818892","      ","       ","     "
"818923","      ","       ","     "
"819065","      ","       ","     "
"819066","      ","       ","     "
"819070","      ","       ","     "
"819163","      ","       ","     "
"819207","      ","       ","   24"
"819210","      ","       ","     "
"819382","      ","       ","     "
"819454","      ","       ","     "
"819462","      ","       ","     "
"819463","      ","       ","     "
"819464","      ","       ","     "
"819465","      ","       ","     "
"819624","      ","       ","     "
"819629","      ","       ","     "
"819631","      ","       ","     "
"819640","      ","       ","     "
"819649","      ","       ","     "
"819651","      ","       ","     "
"819657","      ","       ","     "
"819658","      ","       ","     "
"819673","      ","       ","     "
"819674","      ","       ","     "
"819675","      ","       ","     "
"819676","      ","       ","     "
"819686","      ","       ","     "
"819689","      ","       ","     "
"819712","      ","       ","     "
"819714","      ","       ","     "
"819717","      ","       ","     "
"819728","      ","       ","     "
"819729","      ","       ","     "
"819732","      ","       ","     "
"819736","      ","       ","     "
"819737","      ","       ","     "
"819740","      ","       ","     "
"819744","      ","       ","   24"
"819749","      ","       ","     "
"819750","      ","       ","     "
"819752","      ","       ","     "
"819753","      ","       ","   24"
"819756","      ","       ","   24"
"819758","      ","       ","   24"
"819761","      ","       ","     "
"819762","      ","       ","     "
"819776","      ","    1.0","     "
"819777","      ","    1.0","     "
"819778","      ","    1.0","     "
"819779","      ","   24.3","     "
"819780","      ","   24.3","     "
"819781","      ","   24.3","     "
"819782","      ","   24.3","     "
"819783","      ","   24.3","     "
"819784","      ","    1.0","     "
"819785","      ","    1.0","     "
"819786","      ","    1.0","     "
"819787","      ","    1.0","     "
"819788","      ","    1.0","     "
"819789","      ","    1.0","     "
"819790","      ","    1.0","     "
"819791","      ","    1.0","     "
"819792","      ","    1.0","     "
"819793","      ","    1.0","     "
"819794","      ","    1.0","     "
"819795","      ","    1.0","     "
"819796","      ","    1.0","     "
"819797","      ","    1.0","     "
"819798","      ","    1.0","     "
"819799","      ","    1.0","     "
"819800","  103 ","    3.5","     "
"819801","      ","    1.0","     "
"819802","      ","    1.0","     "
"819803","      ","    1.0","     "
"819804","      ","    1.0","     "
"819805","      ","    1.0","     "
"819806","      ","    1.0","     "
"819807","      ","    1.0","     "
"819808","      ","    1.0","     "
"819809","      ","    1.0","     "
"819810","      ","    1.0","     "
"819811","      ","    1.0","     "
"819812","      ","    4.1","     "
"819813","   30 ","    1.0","     "
"819814","   30 ","    4.1","     "
"819815","      ","    1.0","     "
"819816","      ","    1.0","     "
"819817","      ","    1.0","     "
"819818","  103 ","    3.5","     "
"819819","      ","    1.0","     "
"819820","      ","    1.0","     "
"819821","      ","    1.0","     "
"819822","      ","    1.0","     "
"819823","      ","    1.0","     "
"819824","      ","    1.0","     "
"819825","      ","    1.0","     "
"819826","      ","    1.0","     "
"819827","      ","    1.0","     "
"819828","      ","    1.0","     "
"819829","   59 ","    2.0","     "
"819830","      ","    1.0","     "
"819831","      ","    1.0","     "
"819832","      ","    1.0","     "
"819833","      ","    1.0","     "
"819834","      ","    1.0","     "
"819835","      ","    1.0","     "
"819836","      ","    1.0","     "
"819837","      ","    1.0","     "
"819838","      ","    1.0","     "
"819839","      ","    1.0","     "
"819840","      ","    1.0","     "
"819841","      ","    1.0","     "
"819842","      ","    1.0","     "
"819843","   30 ","    1.0","     "
"819844","   30 ","    1.0","     "
"819845","   30 ","    1.0","     "
"819846","   30 ","    1.0","     "
"819847","   30 ","    1.0","     "
"819848","   30 ","    1.0","     "
"819849","   30 ","    1.0","     "
"819850","   30 ","    1.0","     "
"819851","   30 ","    1.0","     "
"819852","   30 ","    1.0","     "
"819853","   30 ","    1.0","     "
"819854","      ","    1.0","     "
"819855","      ","    1.0","     "
"819856","   30 ","    1.0","     "
"819857","   30 ","    1.0","     "
"819858","   30 ","    1.0","     "
"819859","      ","    1.0","     "
"819860","      ","    1.0","     "
"819861","      ","    1.0","     "
"819862","   30 ","    1.0","     "
"819863","      ","    1.0","     "
"819864","      ","    1.0","     "
"819865","      ","    1.0","     "
"819866","   30 ","    1.0","     "
"819867","      ","    1.0","     "
"819868","   30 ","    1.0","     "
"819869","   30 ","    1.0","     "
"819870","   30 ","    1.0","     "
"819871","   30 ","    1.0","     "
"819872","   30 ","    1.0","     "
"819873","   30 ","    1.0","     "
"819874","   30 ","    1.0","     "
"819875","   30 ","    1.0","     "
"819876","   30 ","    1.0","     "
"819877","   30 ","    1.0","     "
"819878","   30 ","    1.0","     "
"819879","   30 ","    1.0","     "
"819880","   30 ","    1.0","     "
"819881","   30 ","    1.0","     "
"819882","   30 ","    1.0","     "
"819883","   30 ","    1.0","     "
"819884","   30 ","    1.0","     "
"819885","   30 ","    1.0","     "
"819886","   30 ","    1.0","     "
"819887","   30 ","    1.0","     "
"819888","   30 ","    1.0","     "
"819889","   30 ","    1.0","     "
"819890","   30 ","    1.0","     "
"819891","      ","    1.0","     "
"819892","   30 ","    1.0","     "
"819893","   30 ","    1.0","     "
"819894","   30 ","    1.0","     "
"819895","   30 ","    1.0","     "
"819896","      ","    1.0","     "
"819897","   30 ","    1.0","     "
"819898","   30 ","    1.0","     "
"819899","   30 ","    1.0","     "
"819900","   30 ","    1.0","     "
"819901","      ","    1.0","     "
"819902","   59 ","    2.0","     "
"819903","   30 ","    1.0","     "
"819904","      ","    1.0","     "
"819905","   30 ","    1.0","     "
"819906","      ","    1.0","     "
"819907","  594 ","   20.1","     "
"819908","   30 ","    1.0","     "
"819909","   30 ","    1.0","     "
"819910","   30 ","    1.0","     "
"819911","   30 ","    1.0","     "
"819912","   30 ","    1.0","     "
"819913","   30 ","    1.0","     "
"819914","   30 ","    1.0","     "
"819915","   30 ","    1.0","     "
"819916","   30 ","    1.0","     "
"819917","   30 ","    1.0","     "
"819918","   30 ","    1.0","     "
"819919","   30 ","    1.0","     "
"819920","   30 ","    1.0","     "
"819921","   30 ","    1.0","     "
"819922","   30 ","    1.0","     "
"819923","   30 ","    1.0","     "
"819924","   30 ","    1.0","     "
"819925","   30 ","    1.0","     "
"819926","   30 ","    1.0","     "
"819927","   30 ","    1.0","     "
"819928","   30 ","    1.0","     "
"819929","   30 ","    1.0","     "
"819930","   30 ","    1.0","     "
"819931","  234 ","    7.9","     "
"819932","   30 ","    1.0","     "
"819933","   30 ","    1.0","     "
"819934","   30 ","    1.0","     "
"819935","   30 ","    1.0","     "
"819936","   30 ","    1.0","     "
"819937","   30 ","    1.0","     "
"819938","   30 ","    1.0","     "
"819939","   30 ","    1.0","     "
"819940","   30 ","    1.0","     "
"819941","   30 ","    1.0","     "
"819942","   30 ","    1.0","     "
"819943","   30 ","    1.0","     "
"819944","   30 ","    1.0","     "
"819945","   30 ","    1.0","     "
"819946","   30 ","    1.0","     "
"819947","   30 ","    1.0","     "
"819948","   30 ","    1.0","     "
"819949","   30 ","    1.0","     "
"819950","   30 ","    1.0","     "
"819951","   30 ","    1.0","     "
"819952","   30 ","    1.0","     "
"819953","   30 ","    1.0","     "
"819954","   30 ","    1.0","     "
"819955","   30 ","    1.0","     "
"819956","   30 ","    1.0","     "
"819957","   30 ","    1.0","     "
"819958","   30 ","    1.0","     "
"819959","   30 ","    1.0","     "
"819960","   30 ","    1.0","     "
"819961","   30 ","    1.0","     "
"819962","   30 ","    1.0","     "
"819963","   30 ","    1.0","     "
"819964","   30 ","    1.0","     "
"819965","   30 ","    1.0","     "
"819966","   30 ","    1.0","     "
"819967","   30 ","    1.0","     "
"819968","   30 ","    1.0","     "
"819969","   30 ","    1.0","     "
"819970","   30 ","    1.0","     "
"819971","   30 ","    1.0","     "
"819972","   30 ","    1.0","     "
"819973","   30 ","    1.0","     "
"819974","   30 ","    1.0","     "
"819975","   30 ","    1.0","     "
"819976","   30 ","    1.0","     "
"819977","   30 ","    1.0","     "
"819978","   30 ","    1.0","     "
"819979","   30 ","    1.0","     "
"819980","   30 ","    1.0","     "
"819981","   30 ","    1.0","     "
"819982","   30 ","    1.0","     "
"819983","   30 ","    1.0","     "
"819984","   30 ","    1.0","     "
"819985","   30 ","    1.0","     "
"819986","   30 ","    1.0","     "
"819987","   30 ","    1.0","     "
"819988","   30 ","    1.0","     "
"819989","   30 ","    1.0","     "
"819990","   30 ","    1.0","     "
"819991","   30 ","    1.0","     "
"819992","   30 ","    1.0","     "
"819993","   30 ","    1.0","     "
"819994","   30 ","    1.0","     "
"819995","   30 ","    1.0","     "
"819996","   30 ","    1.0","     "
"819997","   30 ","    1.0","     "
"819998","   30 ","    1.0","     "
"819999","   30 ","    1.0","     "
"820000","   30 ","    1.0","     "
"820001","   30 ","    1.0","     "
"820002","   30 ","    1.0","     "
"820003","   30 ","    1.0","     "
"820004","   30 ","    1.0","     "
"820005","   30 ","    1.0","     "
"820006","   30 ","    1.0","     "
"820007","   30 ","    1.0","     "
"820008","   30 ","    1.0","     "
"820009","   30 ","    1.0","     "
"820010","   30 ","    1.0","     "
"820011","   30 ","    1.0","     "
"820012","   30 ","    1.0","     "
"820013","   30 ","    1.0","     "
"820014","   30 ","    1.0","     "
"820015","   30 ","    1.0","     "
"820016","   30 ","    1.0","     "
"820017","   30 ","    1.0","     "
"820018","   30 ","    1.0","     "
"820019","   30 ","    1.0","     "
"820020","   30 ","    1.0","     "
"820021","   30 ","    1.0","     "
"820022","   30 ","    1.0","     "
"820023","   30 ","    1.0","     "
"820024","   30 ","    1.0","     "
"820025","   30 ","    1.0","     "
"820026","   30 ","    1.0","     "
"820027","   30 ","    1.0","     "
"820028","   30 ","    1.0","     "
"820029","   30 ","    1.0","     "
"820030","   30 ","    1.0","     "
"820031","   30 ","    1.0","     "
"820032","   30 ","    1.0","     "
"820033","   30 ","    1.0","     "
"820034","   30 ","    1.0","     "
"820035","   30 ","    1.0","     "
"820036","   30 ","    1.0","     "
"820037","   30 ","    1.0","     "
"820038","   30 ","    1.0","     "
"820039","   30 ","    1.0","     "
"820040","   30 ","    1.0","     "
"820041","   30 ","    1.0","     "
"820042","   30 ","    1.0","     "
"820043","   30 ","    1.0","     "
"820044","   30 ","    1.0","     "
"820045","   30 ","    1.0","     "
"820046","   30 ","    1.0","     "
"820047","   30 ","    1.0","     "
"820048","   30 ","    1.0","     "
"820049","   30 ","    1.0","     "
"820050","   30 ","    1.0","     "
"820051","   30 ","    1.0","     "
"820052","   30 ","    1.0","     "
"820053","   30 ","    1.0","     "
"820054","   30 ","    1.0","     "
"820055","   30 ","    1.0","     "
"820056","   30 ","    1.0","     "
"820057","   30 ","    1.0","     "
"820058","   30 ","    1.0","     "
"820059","   30 ","    1.0","     "
"820060","   30 ","    1.0","     "
"820061","   30 ","    1.0","     "
"820062","   30 ","    1.0","     "
"820063","   30 ","    1.0","     "
"820064","   30 ","    1.0","     "
"820065","   30 ","    1.0","     "
"820066","   30 ","    1.0","     "
"820068","   30 ","    1.0","     "
"820069","   30 ","    1.0","     "
"820070","   30 ","    1.0","     "
"820071","   30 ","    1.0","     "
"820072","   30 ","    1.0","     "
"820073","   30 ","    1.0","     "
"820074","   30 ","    1.0","     "
"820075","   30 ","    1.0","     "
"820076","   30 ","    1.0","     "
"820077","   30 ","    1.0","     "
"820078","   30 ","    1.0","     "
"820079","   30 ","    1.0","     "
"820080","   30 ","    1.0","     "
"820082","   30 ","    1.0","     "
"820083","   30 ","    1.0","     "
"820084","   30 ","    1.0","     "
"820085","   30 ","    1.0","     "
"820086","   30 ","    1.0","     "
"820087","   30 ","    1.0","     "
"820088","   30 ","    1.0","     "
"820089","   30 ","    1.0","     "
"820090","   30 ","    1.0","     "
"820091","   30 ","    1.0","     "
"820093","   30 ","    1.0","     "
"820094","   30 ","    1.0","     "
"820095","   30 ","    1.0","     "
"820096","   30 ","    1.0","     "
"820097","   30 ","    1.0","     "
"820098","   30 ","    1.0","     "
"820101","   30 ","    1.0","     "
"820102","   30 ","    1.0","     "
"820103","   30 ","    1.0","     "
"820104","   30 ","    1.0","     "
"820105","   30 ","    1.0","     "
"820106","   30 ","    1.0","     "
"820107","   30 ","    1.0","     "
"820108","   30 ","    1.0","     "
"820109","   30 ","    1.0","     "
"820110","   30 ","    1.0","     "
"820112","   30 ","    1.0","     "
"820113","   30 ","    1.0","     "
"820114","   30 ","    1.0","     "
"820115","   30 ","    1.0","     "
"820116","   30 ","    1.0","     "
"820117","   30 ","    1.0","     "
"820118","   30 ","    1.0","     "
"820119","   30 ","    1.0","     "
"820120","   30 ","    1.0","     "
"820121","   30 ","    1.0","     "
"820122","   30 ","    1.0","     "
"820123","   30 ","    1.0","     "
"820124","   30 ","    1.0","     "
"820125","   30 ","    1.0","     "
"820126","   30 ","    1.0","     "
"820127","   30 ","    1.0","     "
"820128","   30 ","    1.0","     "
"820129","   30 ","    1.0","     "
"820130","   30 ","    1.0","     "
"820131","   30 ","    1.0","     "
"820132","   30 ","    1.0","     "
"820133","   30 ","    1.0","     "
"820134","   30 ","    1.0","     "
"820135","   30 ","    1.0","     "
"820136","   30 ","    1.0","     "
"820137","   30 ","    1.0","     "
"820138","   30 ","    1.0","     "
"820139","   30 ","    1.0","     "
"820140","   30 ","    1.0","     "
"820141","   30 ","    1.0","     "
"820142","   30 ","    1.0","     "
"820143","   30 ","    1.0","     "
"820144","   30 ","    1.0","     "
"820145","   30 ","    1.0","     "
"820146","   30 ","    1.0","     "
"820147","   30 ","    1.0","     "
"820148","   30 ","    1.0","     "
"820149","   30 ","    1.0","     "
"820150","   30 ","    1.0","     "
"820151","   30 ","    1.0","     "
"820152","    1 ","       ","     "
"820153","   30 ","    1.0","     "
"820154","   30 ","    1.0","     "
"820155","   30 ","    1.0","     "
"820156","   30 ","    1.0","     "
"820157","   30 ","    1.0","     "
"820158","   30 ","    1.0","     "
"820159","   30 ","    1.0","     "
"820160","   30 ","    1.0","     "
"820161","    1 ","       ","     "
"820162","   30 ","    1.0","     "
"820163","   30 ","    1.0","     "
"820164","   30 ","    1.0","     "
"820165","   30 ","    1.0","     "
"820166","   30 ","    1.0","     "
"820167","   30 ","    1.0","     "
"820168","   30 ","    1.0","     "
"820169","   30 ","    1.0","     "
"820170","   30 ","    1.0","     "
"820171","   30 ","    1.0","     "
"820172","   30 ","    1.0","     "
"820173","   30 ","    1.0","     "
"820174","   30 ","    1.0","     "
"820175","   30 ","    1.0","     "
"820176","   30 ","    1.0","     "
"820177","   30 ","    1.0","     "
"820178","   30 ","    1.0","     "
"820179","   30 ","    1.0","     "
"820180","   30 ","    1.0","     "
"820181","   30 ","    1.0","     "
"820182","   30 ","    1.0","     "
"820183","   30 ","    1.0","     "
"820184","   30 ","    1.0","     "
"820185","   30 ","    1.0","     "
"820186","   30 ","    1.0","     "
"820187","   30 ","    1.0","     "
"820188","   30 ","    1.0","     "
"820189","   30 ","    1.0","     "
"820190","   30 ","    1.0","     "
"820191","   30 ","    1.0","     "
"820192","   30 ","    1.0","     "
"820193","   30 ","    1.0","     "
"820194","   30 ","    1.0","     "
"820195","   30 ","    1.0","     "
"820196","   30 ","    1.0","     "
"820197","    1 ","       ","     "
"820198","    1 ","       ","     "
"820199","    1 ","       ","     "
"901006","    1 ","    1.7","     "
"901007","    1 ","    1.7","     "
"901008","      ","       ","     "
"901010","      ","       ","     "
"901011","      ","    1.0","     "
"901013","      ","       ","     "
"901014","      ","       ","     "
"901015","    1 ","    1.7","     "
"901016","    1 ","    1.7","     "
"901017","    1 ","    1.7","     "
"901018","    1 ","    1.7","     "
"901019","    1 ","    1.7","     "
"901020","    1 ","       ","     "
"901021","    1 ","       ","     "
"901022","    1 ","       ","     "
"901024","    1 ","       ","     "
"901025","    1 ","       ","     "
"901026","    1 ","       ","     "
"901027","    1 ","       ","     "
"901028","    1 ","    1.7","     "
"901029","    1 ","    1.7","     "
"901030","    1 ","    1.7","     "
"901031","    1 ","    1.7","     "
"901032","    1 ","    1.7","     "
"901033","    1 ","    1.7","     "
"901034","      ","       ","     "
"901035","    1 ","    1.7","     "
"902036","  200 ","   40.6","   90"
"902039","  750 ","   76.1","   90"
"902040","  750 ","   76.1","   90"
"902041","  700 ","   23.7","   96"
"902042","  700 ","   23.7","   76"
"902044","  700 ","  142.0","   90"
"903001","   15 ","     .5","     "
"904001"," 2839 ","   96.0","     "
"905024","    1 ","       ","     "
"905027","    1 ","       ","     "
"905028","      ","       ","     "
"905038","    1 ","       ","     "
"905059","  467 ","   15.8","     "
"905060","  313 ","   10.6","     "
"905061","  467 ","   15.8","     "
"905062","  559 ","   18.9","     "
"905063","  624 ","   21.1","     "
"905064","  467 ","   15.8","     "
"905066","   27 ","     .9","     "
"905067","   38 ","    1.3","     "
"905068","   47 ","    1.6","     "
"905069","   53 ","    1.8","     "
"905070","   38 ","    1.3","     "
"990000","10000 ","  338.2","     "
