"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"301329 ","2842 PINEAPPLE CRUSHED           ","2842 PINEAPPLECRUSHED             ","         ","24/20Z ","  1","041331028424 ","041331028424","00041331028424","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301331 ","1421 CAPERS PIT TED OLIVES 19/1-4","1421 CAPERS PITTED OLIVES 19/1-4OZ","12/19Z   ","12/19Z ","  1","041331014212 ","041331014212","00041331014212","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301332 ","1431 CAPERS/OLI VES W.PIMIENTOS 2","1431 CAPERS/OLIVES W.PIMIENTOS 20O","12/20Z   ","12/20Z ","  1","041331014318 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301335 ","3144 SPINACH 7.75OZ              ","3144 SPINACH7.75OZ                ","         ","24/7.7 ","  1","041331031448 ","041331031448","00041331031448","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301336 ","STUFFED MANZANI LLA OLIVES EACH  ","STUFFED MANZANILLA OLIVES EACH    ","         ","1/3.7Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301339 ","1557 RED CHERRI ES               ","1557 RED CHERRIES                 ","12/10Z   ","12/10Z ","  1","041331015578 ","041331015578","00041331015578","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301340 ","2672 QUINOA BLE ND RED B.PEPPERS ","2672 QUINOA BLEND RED B.PEPPERS   ","12/6OZ   ","12/6Z  ","  1","041331026727 ","041331026727","00041331026727","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301341 ","2674 QUINOA BLE ND BEAN B.PEPPERS","2674 QUINOA BLEND BEAN B.PEPPERS  ","12/6OZ   ","12/6Z  ","  1","140210337760 ","140210337760","00140210337760","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301342 ","2680 QUINOA BLE ND WILD RICE C&M ","2680 QUINOA BLEND WILD RICE C&M   ","         ","12/6Z  ","  1","041331026802 ","041331026802","00041331026802","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301343 ","5052 ORGANIC QU INOA             ","5052 ORGANIC QUINOA               ","12/12Z   ","12/12Z ","  1","041331050524 ","041331050524","00041331050524","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301344 ","3455 WHOLE KERN EL CORN LOW SODIU","3455 WHOLE KERNEL CORN LOW SODIUM ","24/8.5   ","24/8.5 ","  1","041331034552 ","041331034555","00041331034555","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301345 ","3456 MIXED VEGE TABLES LOW SODIUM","3456 MIXED VEGETABLES LOW SODIUM  ","24/8.5   ","24/8.5 ","  1","041331034569 ","041331034562","00041331034562","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301346 ","3457 SLICED BEE TS LOW SODIUM    ","3457 SLICED BEETS LOW SODIUM      ","24/8.5   ","24/8.5 ","  1","041331034576 ","041331034579","00041331034579","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301347 ","3458 F/S GREEN BEANS LOW SODIUM  ","3458 F/S GREENBEANS LOW SODIUM    ","24/8.5   ","24/8.5 ","  1","041331034583 ","041331034586","00041331034586","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301348 ","1461 SLICED BLA CK OLIVES 5.75OZ ","1461 SLICED BLACK OLIVES 5.75OZ   ","24/5OZ   ","24/5OZ ","  1","041331014618 ","041331014618","00041331014618","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301349 ","3249 FAJITA SEA SONING           ","3249 FAJITA SEASONING             ","24/6Z    ","24/6Z  ","  1","041331032490 ","041331032490","00041331032490","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301350 ","3250 MEZQUITE F AJITA SEASONING  ","3250 MEZQUITE FAJITA SEASONING    ","         ","24/6Z  ","  1","041331032506 ","041331032506","00041331032506","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301353 ","3790 GOYA SAZON  CUL/ACH         ","3790 GOYA SAZON CUL/ACH           ","18/20    ","18/20  ","  1","041331037907 ","041331037907","00041331037907","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301354 ","3791 TACO SEASO NING MIX         ","3791 TACO SEASONING MIX           ","         ","24/1.3 ","  1","041331037914 ","041331037914","00041331037914","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301355 ","3792 PICADILLO SEASONING         ","3792 PICADILLOSEASONING           ","         ","24/1.3 ","  1","041331037928 ","041331037921","00041331037921","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301356 ","3793 FAJITA SEA SONING MIX       ","3793 FAJITA SEASONING MIX         ","         ","24/1.3 ","  1","041331037938 ","041331037938","00041331037938","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301357 ","1496 MEDIUM RIP E BLACK OLIVES   ","1496 MEDIUM RIPE BLACK OLIVES     ","12/6OZ   ","12/6OZ ","  1","041331021507 ","041331021500","00041331021500","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301358 ","1501 BLACK RIPE  OLIVES          ","1501 BLACK RIPE OLIVES            ","12/7OZ   ","12/7OZ ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301361 ","PASTILLES ROL. MELK              ","PASTILLES ROL.MELK                ","         ","12/100 "," 12","000000000000 ","000000000000","00000000000000","DRO","DR             ","DRO","DROSTE        ","VT ","VAN TOL IMPORT  "
"301363 ","PASTILLES ROL. MELK/PUUR         ","PASTILLES ROL.MELK/PUUR           ","         ","12/100 "," 12","000000000000 ","000000000000","00000000000000","DRO","DR             ","DRO","DROSTE        ","VT ","VAN TOL IMPORT  "
"301369 ","DROSTE CACAO                     ","DROSTE CACAO                      ","         ","12/250 "," 12","000000000000 ","000000000000","00000000000000","DRO","DR             ","DRO","DROSTE        ","VT ","VAN TOL IMPORT  "
"301381 ","5086 FINE CORN MEAL              ","5086 FINE CORNMEAL                ","         ","4/5 LB ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301383 ","3747 GOYA YELLO W ROASTED PEPPERS","3747 GOYA YELLOW ROASTED PEPPERS  ","         ","12/10  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301384 ","2472 GOYA PINTO  BEANS           ","2472 GOYA PINTO BEANS             ","         ","24/1LB ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301385 ","2492 GOYA YELLO W POPCORN        ","2492 GOYA YELLOW POPCORN          ","24/1LB   ","24/1LB ","  1","004133102495 ","041331024921","00041331024921","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301387 ","4380 GOYA RIGAT ONI              ","4380 GOYA RIGATONI                ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301388 ","4381 GOYA MACAR RONES            ","4381 GOYA MACARRONES              ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301389 ","4382 GOYA ROTIN I                ","4382 GOYA ROTINI                  ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301390 ","4383 GOYA SHELL S                ","4383 GOYA SHELLS                  ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301391 ","4384 GOYA ELBOW S                ","4384 GOYA ELBOWS                  ","         ","20/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301392 ","4385 GOYA PENNE  RIGATE          ","4385 GOYA PENNE RIGATE            ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301393 ","4387 GOYA SPAGH ETTI             ","4387 GOYA SPAGHETTI               ","         ","20/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301394 ","4388 GOYA FETTU CCINE            ","4388 GOYA FETTUCCINE              ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301395 ","4389 GOYA LINGU INE              ","4389 GOYA LINGUINE                ","         ","12/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301396 ","2149 GOYA SOFRI TO               ","2149 GOYA SOFRITO                 ","12/24Z   ","12/24Z ","  1","041331021491 ","041331021494","00041331021494","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301397 ","2150 GOYA RECAI TO               ","2150 GOYA RECAITO                 ","12/24Z   ","12/24Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301398 ","2154 GOYA SAZON  LIQUIDO REGULAR ","2154 GOYA SAZON LIQUIDO REGULAR   ","         ","12/30Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301399 ","2162 CREAM OF C OCONUT           ","2162 CREAM OF COCONUT             ","12/50Z   ","12/50Z ","  1","207130116155 ","041331021623","00041331021623","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301400 ","3358 COOKED HAM                  ","3358 COOKED HAM                   ","12/1L    ","12/1LB ","  1","041331033586 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301401 ","3801 IODIZED SA LT               ","3801 IODIZED SALT                 ","12/23Z   ","12/23Z ","  1","041331038017 ","041331038010","00041331038010","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301402 ","3809 IODIZED SA LT               ","3809 IODIZED SALT                 ","24/22Z   ","24/22Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301403 ","3904 ADOBO W/CO RIANDER          ","3904 ADOBO W/CORIANDER            ","12/28Z   ","12/28Z ","  1","004133103904 ","041331039048","00041331039048","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301404 ","5925 ORGANIC BL ACK QUINOA       ","5925 ORGANIC BLACK QUINOA         ","12/12Z   ","12/12Z ","  1","041331059258 ","041331059251","00041331059251","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301405 ","5926 ORGANIC RE D QUINOA         ","5926 ORGANIC RED QUINOA           ","12/12Z   ","12/12Z ","  1","041331059265 ","041331059268","00041331059268","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301406 ","5927 ORGANIC TR ICOLOR QUINOA    ","5927 ORGANIC TRICOLOR QUINOA      ","12/12Z   ","12/12Z ","  1","041331059272 ","041331059275","00041331059275","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301407 ","5928 ORGANIC AM ARANTH QUINOA    ","5928 ORGANIC AMARANTH QUINOA      ","12/12Z   ","12/12Z ","  1","041331059289 ","041331059282","00041331059282","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301408 ","5929 ORGANIC CH IA               ","5929 ORGANIC CHIA                 ","12/12Z   ","12/12Z ","  1","041331059296 ","041331059299","00041331059299","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301409 ","2520 CHICK PEAS                  ","2520 CHICK PEAS                   ","6/4LB    ","6/4LB  ","  1","004133102525 ","041331025201","00041331025201","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301410 ","6713 RED KIDNEY BEANS 6-PACK     ","6713 RED KIDNEYBEANS 6-PACK       ","         ","6/15.5 ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301411 ","6715 CHICK PEAS 6-PACK           ","6715 CHICK PEAS6-PACK             ","         ","6/15.5 ","  1","041331067150 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301412 ","6776 GREEN PIGE ON PEAS 6-PACK   ","6776 GREEN PIGEON PEAS 6-PACK     ","         ","6/15Z  ","  1","041331067768 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301413 ","6821 BLACK BEAN S 6-PACK         ","6821 BLACK BEANS 6-PACK           ","         ","6/15.5 ","  1","041331168210 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301414 ","3723 GRILL SALT                  ","3723 GRILL SALT                   ","12/21Z   ","12/21Z ","  1","041331037232 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301415 ","3871 MAYO KETCH UP (SALSA ROSADA)","3871 MAYO KETCHUP (SALSA ROSADA)  ","         ","12/16Z ","  1","041331038710 ","041331038713","00041331038713","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301416 ","2165 COCONUT LI GHT              ","2165 COCONUT LIGHT                ","24/13Z   ","24/13Z ","  1","041331021651 ","041331021654","00041331021654","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301417 ","3949 FETTUCCINE                  ","3949 FETTUCCINE                   ","20/16Z   ","20/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301418 ","3738  SEA SALT 33%               ","3738  SEA SALT33%                 ","12/23Z   ","12/23Z ","  1","041331037386 ","041331037389","00041331037389","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301419 ","3734 KOSHER SAL T                ","3734 KOSHER SALT                  ","12/23Z   ","12/23Z ","  1","041331037348 ","041331037341","00041331037341","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301420 ","2134 BAKED BEAN S ORIGINAL       ","2134 BAKED BEANS ORIGINAL         ","         ","24/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301424 ","3212 ORGANIC GR ANULA            ","3212 ORGANIC GRANULA              ","         ","12/15Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301425 ","4314 ELBOWS                      ","4314 ELBOWS                       ","20/16Z   ","20/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301426 ","5921 ORGANIC CH OCO-QUINOA       ","5921 ORGANIC CHOCO-QUINOA         ","         ","12/12Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301427 ","5922 ORGANIC IN STANT QUINOA     ","5922 ORGANIC INSTANT QUINOA       ","         ","12/8Z  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301428 ","1130 OLIVE OIL UNICO             ","1130 OLIVE OILUNICO               ","         ","12/17Z ","  1","041331011300 ","041331011303","00041331011303","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301429 ","1508 STUFFED MANZ. OLIVES W/BLUE ","1508 STUFFEDMANZ. OLIVES W/BLUE   ","         ","12/5Z  ","  1","041331015080 ","041331015080","00041331015080","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301430 ","2410 DARK RED K IDNEY BEANS      ","2410 DARK RED KIDNEY BEANS        ","12/29Z   ","12/29Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301431 ","2862 SERRANO PE PPERS            ","2862 SERRANO PEPPERS              ","         ","12/26Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301432 ","5106 GOYA RICE FLOUR             ","5106 GOYA RICEFLOUR               ","         ","12/24Z ","  1","041331051061 ","041331051064","00041331051064","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301433 ","2971 PANELA CUB BES (SUGAR)      ","2971 PANELA CUBBES (SUGAR)        ","         ","24/16Z ","  1","041331029711 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301434 ","2006 GOYA GREEN  PIGEON PEAS W. C","2006 GOYA GREEN PIGEON PEAS W. COC","12/30Z   ","12/30Z ","  1","041331020067 ","041331020060","00041331020060","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301435 ","2525 GOYA YELLO W SPLIT          ","2525 GOYA YELLOW SPLIT            ","6/4LB    ","6/4LB  ","  1","004133102525 ","041331025256","00041331025256","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301437 ","3867 GOYA MAYON NAISE            ","3867 GOYA MAYONNAISE              ","         ","12/16Z ","  1","041331038673 ","041331038676","00041331038676","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301438 ","3868 GOYA MAYON NAISE            ","3868 GOYA MAYONNAISE              ","         ","12/30Z ","  1","041331038680 ","041331038683","00041331038683","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301439 ","3869 GOYA MAYON NAISE WITH LIME  ","3869 GOYA MAYONNAISE WITH LIME    ","         ","12/16Z ","  1","041331038697 ","041331038690","00041331038690","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301440 ","3870 GOYA MAYON NAISE WITH LIME  ","3870 GOYA MAYONNAISE WITH LIME    ","         ","12/30Z ","  1","041331038703 ","041331038706","00041331038706","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301441 ","1980 RED KIDNEY  BEANS READY TO E","1980 RED KIDNEY BEANS READY TO EAT","24/10Z   ","24/10Z ","  1","041331019804 ","041331019804","00041331019804","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301442 ","1981 PINK BEANS  READY TO EAT    ","1981 PINK BEANS READY TO EAT      ","12/10Z   ","12/10Z ","  1","004133101986 ","041331019811","00041331019811","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301443 ","1982 BLACK BEAN S READY TO EAT   ","1982 BLACK BEANS READY TO EAT     ","         ","12/10Z ","  1","041331019828 ","041331019828","00041331019828","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301444 ","1133 ORGANIC EX TRA VIRGIN OLIVE ","1133 ORGANIC EXTRA VIRGIN OLIVE OI","         ","12/17Z ","  1","041331011331 ","041331011334","00041331011334","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301445 ","1195 GARLIC EXT TRA VIRGIN OILVE ","1195 GARLIC EXTTRA VIRGIN OILVE OI","         ","12/8OZ ","  1","041331011959 ","041331011952","00041331011952","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301446 ","1196 GARLIC EXT TRA VIRGIN OLIVE ","1196 GARLIC EXTTRA VIRGIN OLIVE OI","         ","12/8OZ ","  1","041331011966 ","041331011969","00041331011969","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301447 ","2595 CONGRI RIC E (BLACK BEANS & ","2595 CONGRI RICE (BLACK BEANS & RI","12/7OZ   ","12/7OZ ","  1","041331125950 ","041331125956","00041331125956","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301448 ","3886 COMPLETE S EASONING WITH PEP","3886 COMPLETE SEASONING WITH PEPPE","24/5OZ   ","24/5OZ ","  1","004133103881 ","041331038867","00041331038867","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301449 ","5187 GOYA OATME AL WITH CINNAMON ","5187 GOYA OATMEAL WITH CINNAMON   ","12/12Z   ","12/12Z ","  1","041331051870 ","041331051873","00041331051873","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301450 ","5192 GOYA CORNS TARCH            ","5192 GOYA CORNSTARCH              ","         ","12/12Z ","  1","041331051924 ","041331051927","00041331051927","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301451 ","5193 GOYA CREAM  OF WHEAT CEREAL ","5193 GOYA CREAM OF WHEAT CEREAL   ","         ","12/12Z ","  1","041331051931 ","041331051934","00041331051934","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301452 ","5198 GOYA ALL P URPOSE FLOUR     ","5198 GOYA ALL PURPOSE FLOUR       ","         ","12/12Z ","  1","041331051989 ","041331051989","00041331051989","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301453 ","2541 PAELLA                      ","2541 PAELLA                       ","         ","6/19Z  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301454 ","3599 GOYA BLACK  PAELLA          ","3599 GOYA BLACK PAELLA            ","         ","6/19Z  ","  1","041331035993 ","041331035996","00041331035996","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301455 ","3622 GOYA ANGUL AS DE SURIMI EACH","3622 GOYA ANGULAS DE SURIMI EACH  ","25/6OZ   ","25/6OZ ","  1","041331036228 ","041331036221","00041331036221","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301456 ","3623 GOYA SMALL  SCALLOPS EACH   ","3623 GOYA SMALL SCALLOPS EACH     ","25/6OZ   ","25/6OZ ","  1","041331036235 ","041331036238","00041331036238","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301457 ","4135 MAYO/KETCH UP PICANTE EACH  ","4135 MAYO/KETCHUP PICANTE EACH    ","12/16Z   ","12/16Z ","  1","041331041352 ","041331041355","00041331041355","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301458 ","5186 GOYA TRADI TIONAL OATMEAL   ","5186 GOYA TRADITIONAL OATMEAL     ","12/12Z   ","12/12Z ","  1","041331051863 ","041331051866","00041331051866","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301459 ","2091 GOYA YUCA IN CAN            ","2091 GOYA YUCAIN CAN              ","24/14Z   ","24/14Z ","  1","041331020913 ","041331020916","00041331020916","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301460 ","2090 GOYA BREAD FRUIT NUTS       ","2090 GOYA BREADFRUIT NUTS         ","24/8Z    ","24/8Z  ","  1","041331020906 ","041331020909","00041331020909","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301461 ","2591 GOYA CORN ON THE COB RTE    ","2591 GOYA CORNON THE COB RTE      ","20/17Z   ","20/17Z ","  1","041331025918 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301462 ","1246 GOYA CANOL A OIL            ","1246 GOYA CANOLA OIL              ","         ","24/16Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301463 ","1248 GOYA CANOL A OIL            ","1248 GOYA CANOLA OIL              ","         ","12/24Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301464 ","2002 GREEN PIGE ON PEAS LOW SODIU","2002 GREEN PIGEON PEAS LOW SODIUM ","24/15Z   ","24/15Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301465 ","3381 LUNCHEON M EAT              ","3381 LUNCHEON MEAT                ","24/12Z   ","24/12Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301466 ","3382 LUNCHEON M EAT              ","3382 LUNCHEON MEAT                ","         ","24/7Z  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301467 ","2429 BLACK EYE PEAS              ","2429 BLACK EYEPEAS                ","12/29Z   ","12/29Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301468 ","5011 GOYA CHOCO LATE WAFERS (EACH","5011 GOYA CHOCOLATE WAFERS (EACH) ","24/4OZ   ","24/4OZ "," 24","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301470 ","5019 GOYA VANIL LA WAFERS (EACH) ","5019 GOYA VANILLA WAFERS (EACH)   ","         ","24/4OZ "," 24","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301471 ","3464 BONITOS VE G MEDITER SALAD E","3464 BONITOS VEG MEDITER SALAD EAC","         ","10/5OZ "," 10","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301472 ","2679 YELLOW RIC E & CORN (EACH)  ","2679 YELLOW RICE & CORN (EACH)    ","         ","12/7OZ "," 12","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301473 ","3714 NACHO CHEE SE ZESTY SAUCE EA","3714 NACHO CHEESE ZESTY SAUCE EACH","         ","12/15Z "," 12","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301474 ","2644 GOYA INSTA NT MEXICAN RICE E","2644 GOYA INSTANT MEXICAN RICE EAC","         ","24/6OZ "," 24","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301475 ","2851 GOYA JALAP ENO PEPPERS WHL E","2851 GOYA JALAPENO PEPPERS WHL EAC","         ","12/11Z "," 12","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301476 ","2890 GOYA MEXIC AN TACO SAUCE (EA","2890 GOYA MEXICAN TACO SAUCE (EACH","         ","12/17Z "," 12","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301477 ","2902 REFRIED BE ANS CHIPOTLE (EAC","2902 REFRIED BEANS CHIPOTLE (EACH)","         ","12/16Z "," 12","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301478 ","3184 GOYA CUSTA RD (EACH)        ","3184 GOYA CUSTARD (EACH)          ","         ","36/3OZ "," 36","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301479 ","3179 CORN PUDDI NG (MAJARETE) EAC","3179 CORN PUDDING (MAJARETE) EACH ","         ","36/3OZ "," 36","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301483 ","1307 MANZANILLA  OLIVES EACH     ","1307 MANZANILLA OLIVES EACH       ","1/3.7    ","1/3.7  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301484 ","1370 SPANISH CA PERS NONPAREILS E","1370 SPANISH CAPERS NONPAREILS EAC","1/2.2Z   ","1/2.2Z ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
"301486 ","1103 EXTRA VIRG IN OLIVE OIL EACH","1103 EXTRA VIRGIN OLIVE OIL EACH  ","1/3OZ    ","1/3OZ  ","  1","000000000000 ","000000000000","00000000000000","GOY","GOYA           ","GOY","GOYA          ","GY ","GOYA            "
