"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"101106 ","CASILLERO DEL D IABLO ROSE       ","CASILLERO DEL DIABLO ROSE         ","12/750   ","12/750 "," 12","804320131341 ","804320131344","07804320131344","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101109 ","CT SENDERO ROSE                  ","CT SENDERO ROSE                   ","         ","12/750 "," 12","804320040537 ","804320040530","78043200405306","SEN","SENDERO        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101111 ","MAIPO CLASSIC S ERIES ROSE       ","MAIPO CLASSIC SERIES ROSE         ","12/750   ","12/750 "," 12","804320110940 ","804320110943","07804320110943","MAI","VINA MAIPO     ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101112 ","MAIPO CLASSIC S ERIES CAB. SAUVIG","MAIPO CLASSIC SERIES CAB. SAUVIGNO","12/750   ","12/750 "," 12","804320063017 ","804320063010","07804320063010","MAI","VINA MAIPO     ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101113 ","MAIPO CLASSIC S ERIES CHARDONNAY ","MAIPO CLASSIC SERIES CHARDONNAY   ","12/750   ","12/750 "," 12","804320525812 ","804320525815","07804320525815","MAI","VINA MAIPO     ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101114 ","MAIPO CLASSIC S ERIES SAUVIGNON B","MAIPO CLASSIC SERIES SAUVIGNON BL.","12/750   ","12/750 "," 12","804320169672 ","804320169675","07804320169675","MAI","VINA MAIPO     ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101117 ","BPDRC MAPU SAUV IGNON BL-CHARDONN","BPDRC MAPU SAUVIGNON BL-CHARDONNAY","12/750   ","12/750 "," 12","804462000362 ","804462000324","07804462000324","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101119 ","BPDRC MAPU CABE RNET-CARMENERE   ","BPDRC MAPU CABERNET-CARMENERE     ","12/750   ","12/750 "," 12","804462000348 ","804462000317","07804462000317","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101121 ","CT XPLORADOR CH ARDONNAY         ","CT XPLORADOR CHARDONNAY           ","         ","12/750 "," 12","082734336447 ","804320304052","07804320304052","XPL","XPLORADOR      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101122 ","CASILLERO DEL D IABLO CAB. SAUVIG","CASILLERO DEL DIABLO CAB. SAUVIGNO","12/750   ","12/750 "," 12","804320303175 ","804320303178","07804320303178","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101123 ","CT SUNRISE CABE RNET SAUVIGNON   ","CT SUNRISE CABERNET SAUVIGNON     ","         ","12/750 "," 12","804320349111 ","804320349114","07804320349114","SUN","SUNRISE        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101124 ","CT SUNRISE MERL OT               ","CT SUNRISE MERLOT                 ","         ","12/750 "," 12","804320581009 ","804320581002","07804320581002","SUN","SUNRISE        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101125 ","CASILLERO DEL D IABLO SAUVIGNON B","CASILLERO DEL DIABLO SAUVIGNON BL.","12/750   ","12/750 "," 12","804320301171 ","804320301174","07804320301174","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101126 ","CT SUNRISE CHAR DONNAY           ","CT SUNRISE CHARDONNAY             ","         ","12/750 "," 12","804320368112 ","804320368115","07804320368115","SUN","SUNRISE        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101127 ","CT SUNRISE SAUV IGNON BLANC      ","CT SUNRISE SAUVIGNON BLANC        ","         ","12/750 "," 12","804320348176 ","804320348179","07804320348179","SUN","SUNRISE        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101128 ","BPDRC MAPU SYRA H ROSE           ","BPDRC MAPU SYRAH ROSE             ","12/750   ","12/750 "," 12","804462000928 ","804462000904","07804462000904","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101131 ","CASILLERO DEL D IABLO PINOT GRIGI","CASILLERO DEL DIABLO PINOT GRIGIO ","         ","12/750 "," 12","804320355976 ","804320355979","07804320355979","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101138 ","MARQUES CASA CO NCHA CHARDONNAY  ","MARQUES CASA CONCHA CHARDONNAY    ","12/750   ","12/750 "," 12","804320411146 ","804320411149","07804320411149","MQS","MARQUES        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101139 ","CT TERRUNYO CAB ERNET SAUVIGNON  ","CT TERRUNYO CABERNET SAUVIGNON    ","         ","6/750  ","  6","000000000000 ","804320032313","78043200323136","TYO","TERRUNYO       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101140 ","VM VITRAL CHARD ONNAY            ","VM VITRAL CHARDONNAY              ","         ","12/750 "," 12","804320064953 ","804320064956","07804320064956","VRL","VITRAL         ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101141 ","VM VITRAL SAUVI GNON BLANC       ","VM VITRAL SAUVIGNON BLANC         ","         ","12/750 "," 12","804320064946 ","804320064949","07804320064949","VRL","VITRAL         ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101142 ","CT CASILLERO RV A PRIV. CAB-SH   ","CT CASILLERO RVA PRIV. CAB-SH     ","         ","12/750 "," 12","804320272259 ","804320272252","78043202722524","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101143 ","CT SENDERO CHAR DONNAY           ","CT SENDERO CHARDONNAY             ","         ","12/750 "," 12","804320035083 ","804320035086","78043200350866","SEN","SENDERO        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101144 ","CT SENDERO SAUV IGNON BLANC      ","CT SENDERO SAUVIGNON BLANC        ","         ","12/750 "," 12","804320035052 ","804320035055","78043200350550","SEN","SENDERO        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101146 ","PA SAUVIGNON BL ANC              ","PA SAUVIGNON BLANC                ","         ","12/750 "," 12","804320288823 ","804320288826","78043202888268","PAL","PALO ALTO      ","PAL","PALO ALTO     ","CT ","CONCHA Y TORO   "
"101147 ","VM VITRAL CABER NET SAUVIGNON    ","VM VITRAL CABERNET SAUVIGNON      ","         ","12/750 "," 12","804320064922 ","804320064925","07804320064925","VRL","VITRAL         ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101148 ","CT TRIO CABERNE T-SH-C.FRANC     ","CT TRIO CABERNET-SH-C.FRANC       ","         ","12/750 "," 12","804320520008 ","804320520001","07804320520001","TRO","TRIO           ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101149 ","BPDRC ESCUDO RO JO               ","BPDRC ESCUDO ROJO                 ","         ","6/750  ","  6","804462000086 ","804462000089","07804462000089","ESC","ESCUDO ROJO    ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101150 ","BPDRC MAPU MERL OT               ","BPDRC MAPU MERLOT                 ","12/750   ","12/750 "," 12","804462000489 ","804462000485","78044620004858","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101151 ","BPDRC MAPU CABE RNET SAUVIGNON   ","BPDRC MAPU CABERNET SAUVIGNON     ","12/750   ","12/750 "," 12","804462000577 ","804462000492","78044620004920","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101152 ","BPDRC MAPU SAUV IGNON BLANC      ","BPDRC MAPU SAUVIGNON BLANC        ","12/750   ","12/750 "," 12","804462000553 ","804462000478","07804462000478","MAP","MAPU           ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101158 ","VM G.DEVOCION C ABERNET-SYRAH    ","VM G.DEVOCION CABERNET-SYRAH      ","         ","6/750  ","  6","804320365504 ","804320365503","78043203655030","MAI","VINA MAIPO     ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101159 ","CT S.RIBERAS G. RES MERLOT       ","CT S.RIBERAS G.RES MERLOT         ","         ","12/750 "," 12","804320429479 ","804320429472","78043204294720","RIB","SERIE RIBEIRAS ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101160 ","MARQUES CASA CO NCHA MERLOT      ","MARQUES CASA CONCHA MERLOT        ","12/750   ","12/750 "," 12","804320253487 ","804320253480","07804320253480","MQS","MARQUES        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101161 ","CT CARMIN DE PE UMO              ","CT CARMIN DE PEUMO                ","6/750    ","6/750  ","  6","804320275048 ","804320275048","07804320275048","CDP","CARMIN DE PEU  ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101162 ","MARQUES CASA CO NCHA CARMENERE   ","MARQUES CASA CONCHA CARMENERE     ","         ","12/750 "," 12","804320365036 ","804320365039","78043203650390","MQS","MARQUES        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101163 ","MARQUES CASA CO NCHA CAB. SAUVIGN","MARQUES CASA CONCHA CAB. SAUVIGNON","12/750   ","12/750 "," 12","804320333172 ","804320333175","07804320333175","MQS","MARQUES        ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101164 ","CT DON MELCHOR 2019              ","CT DON MELCHOR2019                ","6/750    ","6/750  ","  6","000000000000 ","000000000000","00000000000000","MEL","DON MELCHOR    ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101165 ","CT ALMAVIVA                      ","CT ALMAVIVA                       ","         ","6/750  ","  6","000000000000 ","000000101165","00000000101165","ALM","ALMAVIVA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101166 ","DON MELCHOR 201 7/2018           ","DON MELCHOR 2017/2018             ","6/750    ","6/750  ","  6","000000000000 ","804320413143","00000000000000","MEL","DON MELCHOR    ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101167 ","CT DON MELCHOR 2020              ","CT DON MELCHOR2020                ","6/750    ","6/750  ","  6","000000000000 ","804320413143","78043204131430","MEL","DON MELCHOR    ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101169 ","CT ALMAVIVA 200 7/2008           ","CT ALMAVIVA 2007/2008             ","6/750    ","6/750  ","  6","804320236919 ","804320985641","37804320985641","ALM","ALMAVIVA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101170 ","CT ALMAVIVA 200 9                ","CT ALMAVIVA 2009                  ","6/750    ","6/750  ","  6","000000000000 ","000000101170","00000000101170","ALM","ALMAVIVA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101171 ","VM VITRAL MERLO T                ","VM VITRAL MERLOT                  ","         ","12/750 "," 12","804320064939 ","804320064932","07804320064932","VRL","VITRAL         ","MAI","VINA MAIPO    ","BU ","WORLD BRANDS US "
"101172 ","CASILLERO DEL D IABLO CARMENERE  ","CASILLERO DEL DIABLO CARMENERE    ","         ","12/750 "," 12","804320087013 ","804320087016","07804320087016","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101173 ","CASILLERO DEL D IABLO MALBEC     ","CASILLERO DEL DIABLO MALBEC       ","         ","12/750 "," 12","804320510184 ","804320510187","78043205101876","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101176 ","CT TRIO MERLOT- CARM-CAB         ","CT TRIO MERLOT-CARM-CAB           ","         ","12/750 "," 12","804320560004 ","804320560007","07804320560007","TRO","TRIO           ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101177 ","CASILLERO DEL D IABLO MERLOT     ","CASILLERO DEL DIABLO MERLOT       ","12/750   ","12/750 "," 12","804320985630 ","804320985633","07804320985633","CAS","CASILLERO      ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101179 ","CT FRONTERA MER LOT              ","CT FRONTERA MERLOT                ","6/1500   ","6/1500 ","  6","804320975006 ","804320975009","07804320975009","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101181 ","CT FRONTERA LAT E HARVEST        ","CT FRONTERA LATE HARVEST          ","         ","12/750 "," 12","804320386994 ","804320386997","78043203869976","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101182 ","CT FRONTERA MER LOT CK           ","CT FRONTERA MERLOT CK             ","12/750   ","12/750 "," 12","804320706006 ","804320706009","07804320706009","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101183 ","CT FRONTERA CHA RDONNAY SC       ","CT FRONTERA CHARDONNAY SC         ","12/750   ","12/750 "," 12","804320642274 ","804320642277","07804320642277","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101184 ","CT FRONTERA CAB ERNET SAUVIGNON C","CT FRONTERA CABERNET SAUVIGNON CK ","12/750   ","12/750 "," 12","804320559008 ","804320559001","07804320559001","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101185 ","CT FRONTERA SAU VIGNON BLANC SC  ","CT FRONTERA SAUVIGNON BLANC SC    ","12/750   ","12/750 "," 12","804320556007 ","804320556000","07804320556000","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101187 ","CT FRONTERA PIN OT GRIGIO        ","CT FRONTERA PINOT GRIGIO          ","         ","6/750  ","  6","804320430684 ","804320430683","78043204306838","FRO","FRONTERA       ","CT1","CONCHA Y TORO ","BU ","WORLD BRANDS US "
"101188 ","HF RIESLING                      ","HF RIESLING                       ","         ","12/750 "," 12","804320642274 ","300370190033","33003701900330","HUG","HUGEL          ","H&F","HUGEL & FILS  ","CD ","C.C.D.          "
"101189 ","HF PINOT BLANC                   ","HF PINOT BLANC                    ","         ","12/750 "," 12","000000000000 ","300370140038","33003701400380","HUG","HUGEL          ","H&F","HUGEL & FILS  ","CD ","C.C.D.          "
"101192 ","HF GEWURTZRAMIN ER               ","HF GEWURTZRAMINER                 ","         ","12/750 "," 12","000000000000 ","300370180034","33003701800340","HUG","HUGEL          ","H&F","HUGEL & FILS  ","CD ","C.C.D.          "
"101193 ","BG PASSEPORT RO SE D'ANJOU       ","BG PASSEPORT ROSE D'ANJOU         ","12/750   ","12/750 "," 12","035138000315 ","035130501100","03035130501100","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101194 ","BG PARTAGER ROS E                ","BG PARTAGER ROSE                  ","12/750   ","12/750 "," 12","035131117126 ","035131642109","03035131642109","PAR","PARTAGER       ","B&G","B&G           ","BG ","B&G             "
"101196 ","MF MOREAU ROSE                   ","MF MOREAU ROSE                    ","         ","12/750 "," 12","000000000001 ","151851060051","03151851060051","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101198 ","PB BEAUJOLAIS N OUVEAU           ","PB BEAUJOLAIS NOUVEAU             ","         ","12/750 "," 12","000000000000 ","351650005813","33516500058130","PBC","PAUL BOCUSE    ","PBC","PAUL BOCUSE   ","CD ","C.C.D.          "
"101199 ","ML FLEURI LES G ARANS            ","ML FLEURI LES GARANS              ","12/750   ","12/750 "," 12","000000000000 ","026861101816","00026861101816","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101200 ","BG PASSEPORT BE AUJOLAIS VILLAGES","BG PASSEPORT BEAUJOLAIS VILLAGES  ","12/750   ","12/750 "," 12","035138000247 ","035130202106","03035130202106","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101204 ","BG PASSEPORT BO RDEAUX BLANC     ","BG PASSEPORT BORDEAUX BLANC       ","6/750    ","6/750  ","  6","035130200508 ","035130200003","03035130200003","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101205 ","BG PASSEPORT BO RDEAUX ROUGE     ","BG PASSEPORT BORDEAUX ROUGE       ","6/750    ","6/750  ","  6","035130001600 ","035130001006","03035130001006","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101215 ","BG PASSEPORT MA RGAUX TRADITION  ","BG PASSEPORT MARGAUX TRADITION    ","6/750    ","6/750  ","  6","035138007185 ","035130013108","03035130013108","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101217 ","JM CH. CLEMENT PICHON            ","JM CH. CLEMENTPICHON              ","12/750   ","12/750 "," 12","000000000000 ","760151400254","03760151400254","CLE","CLEMENT PICHON ","MOR","MORTIER       ","CD ","C.C.D.          "
"101226 ","BG MERLOT RESER VE               ","BG MERLOT RESERVE                 ","12/750   ","12/750 "," 12","035131113982 ","035138005693","03035138005693","REG","B&G RESERVE    ","B&G","B&G           ","BG ","B&G             "
"101227 ","BG CABERNET SAU VIGNON RESERVE   ","BG CABERNET SAUVIGNON RESERVE     ","12/750   ","12/750 "," 12","035131114002 ","035138005655","03035138005655","REG","B&G RESERVE    ","B&G","B&G           ","BG ","B&G             "
"101228 ","BPDR M.CADET RO UGE              ","BPDR M.CADET ROUGE                ","12/750   ","12/750 "," 12","262151001108 ","262151001757","03262151001757","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101229 ","BG SHIRAZ ROSE RESERVE           ","BG SHIRAZ ROSERESERVE             ","6/750    ","6/750  ","  6","035131114057 ","035130774108","03035130774108","REG","B&G RESERVE    ","B&G","B&G           ","BG ","B&G             "
"101232 ","BG CHATEAU BARR AIL LAUSSAC      ","BG CHATEAU BARRAIL LAUSSAC        ","6/750    ","6/750  ","  6","035134123506 ","035134123100","03035134123100","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101233 ","BG CHATEAU MALB EC               ","BG CHATEAU MALBEC                 ","6/750    ","6/750  ","  6","211200116867 ","211203448378","03211203448378","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101234 ","BG CHATEAU LATO UR CAMBLANES     ","BG CHATEAU LATOUR CAMBLANES       ","6/750    ","6/750  ","  6","211209962564 ","211209136347","03211209136347","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101237 ","BPDR SYRAH                       ","BPDR SYRAH                        ","6/750    ","6/750  ","  6","262151083074 ","262151083753","03262151083753","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101238 ","BPDR CABERNET S AUVIGNON ROSE    ","BPDR CABERNET SAUVIGNON ROSE      ","         ","6/750  ","  6","262153056076 ","262153056755","03262153056755","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101239 ","BPDR M.CADET SA UVIGNON BLANC    ","BPDR M.CADET SAUVIGNON BLANC      ","         ","12/750 "," 12","012354000565 ","000000000000","00000000000000","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101240 ","BG SAUVIGNON BL ANC RESERVE      ","BG SAUVIGNON BLANC RESERVE        ","12/750   ","12/750 "," 12","035131114040 ","035138005679","03035138005679","REG","B&G RESERVE    ","B&G","B&G           ","BG ","B&G             "
"101241 ","BPDR M.CADET BL ANC              ","BPDR M.CADET BLANC                ","12/750   ","12/750 "," 12","262152001107 ","262152001756","03262152001756","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101242 ","BPDR LE ROSE DE  MOUTON CADET    ","BPDR LE ROSE DE MOUTON CADET      ","12/750   ","12/750 "," 12","000000000000 ","000000000000","00000000000000","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101246 ","ML PINOT NOIR B ELLEVUE          ","ML PINOT NOIR BELLEVUE            ","12/750   ","12/750 "," 12","000020009465 ","026861102950","00026861102974","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101250 ","BPDR PINOT NOIR                  ","BPDR PINOT NOIR                   ","6/750    ","6/750  ","  6","262151081070 ","262151081759","03262151081759","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101257 ","ML POUILLY FUIS SE               ","ML POUILLY FUISSE                 ","12/750   ","12/750 "," 12","000019048932 ","026861103162","00026861103162","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101258 ","ML BOURGOGNE CH ARDONNAY         ","ML BOURGOGNE CHARDONNAY           ","12/750   ","12/750 "," 12","000020009465 ","026861101175","00026861101175","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101259 ","ML PULIGNY MONT RACHET           ","ML PULIGNY MONTRACHET             ","12/750   ","12/750 "," 12","000014065644 ","000000101259","00000000101259","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101260 ","MF BOURGOGNE CH ARDONNAY         ","MF BOURGOGNE CHARDONNAY           ","         ","12/750 "," 12","000000000000 ","151851319074","31518513190740","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101261 ","BG PASSEPORT CH ABLIS            ","BG PASSEPORT CHABLIS              ","12/750   ","12/750 "," 12","035138000261 ","035130304107","03035130304107","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101262 ","ML CHABLIS                       ","ML CHABLIS                        ","12/750   ","12/750 "," 12","000000000000 ","026861130779","00026861130779","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101263 ","MF CHABLIS 1ER CRU FOURCHAUME    ","MF CHABLIS 1ERCRU FOURCHAUME      ","         ","12/750 "," 12","151850074172 ","151850074073","03151850074073","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101264 ","MF CHABLIS 1ER CRU VAILLONS      ","MF CHABLIS 1ERCRU VAILLONS        ","         ","12/750 "," 12","151850068171 ","151850068072","03151850068072","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101265 ","MF CHABLIS                       ","MF CHABLIS                        ","         ","12/750 "," 12","151850129179 ","151850127076","31518501270760","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101268 ","ML MARSANNAY RO UGE              ","ML MARSANNAY ROUGE                ","12/750   ","12/750 "," 12","000014019517 ","026861112195","00026861112195","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101269 ","ML CLOS DE VOUG EOT              ","ML CLOS DE VOUGEOT                ","12/750   ","12/750 "," 12","000000000000 ","000000101269","00000000101269","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101270 ","ML SAVIGNY LES BEAUNE            ","ML SAVIGNY LESBEAUNE              ","12/750   ","12/750 "," 12","000013072551 ","000000000000","00000000000000","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101271 ","ML SANTENAY                      ","ML SANTENAY                       ","12/750   ","12/750 "," 12","000014065644 ","026861123665","00026861123665","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101272 ","CM CHATEAU M DE  MINUTY ROSE     ","CM CHATEAU M DE MINUTY ROSE       ","12/750   ","12/750 "," 12","000000000000 ","547102222000","03547102222000","CHM","CH. MINUTY     ","CHM","CHATEAU MINUTY","LH ","LVMH            "
"101273 ","CM CH. MINUTY C RU CLASSE        ","CM CH. MINUTY CRU CLASSE          ","         ","12/750 "," 12","000000000000 ","000000000000","00000000000000","CHM","CH. MINUTY     ","CHM","CHATEAU MINUTY","LH ","LVMH            "
"101274 ","ML MEURSAULT                     ","ML MEURSAULT                      ","12/750   ","12/750 "," 12","000000000000 ","026861132315","00026861132315","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101275 ","ML CHASSAGNE MO NTRACHET         ","ML CHASSAGNE MONTRACHET           ","12/750   ","12/750 "," 12","000509003369 ","026861131219","00026861131219","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101276 ","ML CHEVALIER MO NTRACHET         ","ML CHEVALIER MONTRACHET           ","12/750   ","12/750 "," 12","000000000000 ","590000001587","00000000101276","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101277 ","BG CHATEAU HOUR TOU              ","BG CHATEAU HOURTOU                ","6/750    ","6/750  ","  6","211209970439 ","211209144472","03211209144472","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101278 ","ML ALOXE CORTON                  ","ML ALOXE CORTON                   ","12/750   ","12/750 "," 12","000000000000 ","000000101278","00000000101278","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101279 ","ML NUITS ST GEO RGES             ","ML NUITS ST GEORGES               ","12/750   ","12/750 "," 12","000014065644 ","000000101279","00000000101279","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101280 ","ML GEVREY CHAMB ERTIN            ","ML GEVREY CHAMBERTIN              ","12/750   ","12/750 "," 12","000511048237 ","026861111853","00026861111853","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101282 ","ML CHARDONNAY G RAND ARDECHE     ","ML CHARDONNAY GRAND ARDECHE       ","12/750   ","12/750 "," 12","000015057563 ","026861101960","00026861101960","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101283 ","ML CHARDONNAY D 'ARDECHE         ","ML CHARDONNAY D'ARDECHE           ","12/750   ","12/750 "," 12","000019048932 ","026861100109","00026861100109","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101285 ","BPDR M.CADET RE SERVE GRAVES RG  ","BPDR M.CADET RESERVE GRAVES RG    ","6/750    ","6/750  ","  6","262151100078 ","262151100757","03262151100757","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101286 ","BPDR M.CADET RE SERVE GRAVES BL  ","BPDR M.CADET RESERVE GRAVES BL    ","6/750    ","6/750  ","  6","262152102071 ","262152102750","03262152102750","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101287 ","BG CHATEAU MAGN OL               ","BG CHATEAU MAGNOL                 ","12/750   ","12/750 "," 12","035138010086 ","035134126101","03035134126101","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101288 ","BPDR BARON D'AR QUES             ","BPDR BARON D'ARQUES               ","6/750    ","6/750  ","  6","000000000000 ","000000101288","00000000101288","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101289 ","KW ANJOU BLANC                   ","KW ANJOU BLANC                    ","         ","12/750 "," 12","000000000000 ","000000000000","00000000000000","BER","BERGERIE       ","BER","BERGERIE      ","KF ","KRIMPENFORT     "
"101290 ","KW COTEAU DE LA YON              ","KW COTEAU DE LAYON                ","         ","12/750 "," 12","000000000000 ","000000101290","00000000101290","BER","BERGERIE       ","BER","BERGERIE      ","KF ","KRIMPENFORT     "
"101294 ","BG PASSEPORT SA NCERRE           ","BG PASSEPORT SANCERRE             ","12/750   ","12/750 "," 12","000000000000 ","035130513103","03035130513103","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
