"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11010 ","00410  ","SBICETEA LEMON 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","     .790 ","          ","    1.022 ","     .184 ","     .148 ","     .079 ","    25.660 ","   35.000 "
"11020 ","00410  ","SBICETEA LEMON 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","     .790 ","          ","    1.022 ","     .184 ","     .148 ","     .079 ","    25.660 ","   35.000 "
"11060 ","00410  ","SBICETEA LEMON 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","          ","          ","     .990 ","     .184 ","     .148 ","     .079 ","    24.838 ","   27.500 "
"11010 ","00411  ","SBICETEA PEACH 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","     .790 ","          ","    1.022 ","     .184 ","     .148 ","     .079 ","    25.660 ","   35.000 "
"11020 ","00411  ","SBICETEA PEACH 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","     .790 ","          ","    1.022 ","     .184 ","     .148 ","     .079 ","    25.660 ","   35.000 "
"11060 ","00411  ","SBICETEA PEACH 24/330              "," 24","   12.795 ","     .296 ","    9.647 ","     .700 ","          ","          ","     .990 ","     .184 ","     .148 ","     .079 ","    24.838 ","   27.500 "
"11010 ","00416  ","SHARK ENERGYDR 24/250              "," 24","   20.090 ","          ","    3.550 ","     .030 ","     .600 ","          ","     .900 ","     .130 ","     .100 ","     .060 ","    25.460 ","   50.000 "
"11020 ","00416  ","SHARK ENERGYDR 24/250              "," 24","   20.090 ","          ","    3.550 ","     .030 ","     .600 ","          ","     .900 ","     .130 ","     .100 ","     .060 ","    25.460 ","   50.000 "
"11060 ","00416  ","SHARK ENERGYDR 24/250              "," 24","   20.090 ","          ","    3.550 ","     .030 ","          ","          ","          ","     .130 ","     .100 ","     .060 ","    23.960 ","   50.000 "
"11010 ","00438  ","SUNQUICKEXOTIC 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","    4.380 ","    1.877 ","     .267 ","     .136 ","     .077 ","    47.305 ","   35.000 "
"11020 ","00438  ","SUNQUICKEXOTIC 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","    4.380 ","    1.877 ","     .267 ","     .136 ","     .077 ","    47.305 ","   35.000 "
"11060 ","00438  ","SUNQUICKEXOTIC 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","          ","          ","     .267 ","     .136 ","     .077 ","    41.047 ","   27.500 "
"11010 ","00441  ","SUNQUICKORANGE 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","    4.380 ","    1.877 ","     .267 ","     .136 ","     .077 ","    47.305 ","   35.000 "
"11020 ","00441  ","SUNQUICKORANGE 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","    4.380 ","    1.877 ","     .267 ","     .136 ","     .077 ","    47.305 ","   35.000 "
"11060 ","00441  ","SUNQUICKORANGE 12/330              "," 12","   35.277 ","          ","    4.654 ","     .637 ","          ","          ","          ","     .267 ","     .136 ","     .077 ","    41.047 ","   27.500 "
"11010 ","00442  ","SUNQUICK MANDA 12/330              "," 12","   25.780 ","          ","    1.840 ","     .420 ","    1.520 ","          ","          ","     .210 ","     .120 ","     .060 ","    29.950 ","          "
"11020 ","00442  ","SUNQUICK MANDA 12/330              "," 12","   25.780 ","          ","    1.840 ","     .420 ","    1.520 ","          ","          ","     .210 ","     .120 ","     .060 ","    29.950 ","          "
"11060 ","00442  ","SUNQUICK MANDA 12/330              "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   27.500 "
"11010 ","00444  ","SUNQUICKTROPIC 12/330              "," 12","   27.869 ","          ","    3.954 ","     .450 ","    3.539 ","          ","    1.517 ","     .193 ","     .101 ","     .063 ","    37.686 ","   35.000 "
"11020 ","00444  ","SUNQUICKTROPIC 12/330              "," 12","   27.869 ","          ","    3.954 ","     .450 ","    3.539 ","          ","    1.517 ","     .193 ","     .101 ","     .063 ","    37.686 ","   35.000 "
"11060 ","00444  ","SUNQUICKTROPIC 12/330              "," 12","   27.869 ","          ","    3.954 ","     .450 ","          ","          ","          ","     .210 ","     .101 ","     .063 ","    32.648 ","   27.500 "
"11010 ","00445  ","SUNQUICK MANGO 12/330              "," 12","   33.983 ","          ","    4.818 ","     .378 ","    4.102 ","          ","    1.758 ","     .222 ","     .130 ","     .070 ","    45.461 ","   35.000 "
"11020 ","00445  ","SUNQUICK MANGO 12/330              "," 12","   33.983 ","          ","    4.818 ","     .378 ","    4.102 ","          ","    1.758 ","     .222 ","     .130 ","     .070 ","    45.461 ","   35.000 "
"11060 ","00445  ","SUNQUICK MANGO 12/330              "," 12","   33.983 ","          ","    4.818 ","     .378 ","          ","          ","          ","     .189 ","     .130 ","     .070 ","    39.567 ","   27.500 "
"11010 ","00448  ","SUNQUICK PEACH 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    3.587 ","    1.645 ","     .210 ","     .120 ","     .060 ","    43.803 ","          "
"11020 ","00448  ","SUNQUICK PEACH 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    3.587 ","    1.645 ","     .210 ","     .120 ","     .060 ","    43.803 ","          "
"11060 ","00448  ","SUNQUICK PEACH 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","          ","          ","     .210 ","     .120 ","     .060 ","    38.571 ","   27.500 "
"11010 ","00450  ","SUNQUICKORANGE 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    4.122 ","    1.766 ","     .251 ","     .128 ","     .073 ","    45.291 ","   35.000 "
"11020 ","00450  ","SUNQUICKORANGE 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    4.122 ","    1.766 ","     .251 ","     .128 ","     .073 ","    45.291 ","   35.000 "
"11060 ","00450  ","SUNQUICKORANGE 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","          ","          ","     .251 ","     .128 ","     .073 ","    39.403 ","   27.500 "
"11010 ","00451  ","SUNQUICK MANDA 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.123 ","    1.767 ","     .244 ","     .128 ","     .073 ","    44.516 ","   35.000 "
"11020 ","00451  ","SUNQUICK MANDA 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.123 ","    1.767 ","     .244 ","     .128 ","     .073 ","    44.516 ","   35.000 "
"11060 ","00451  ","SUNQUICK MANDA 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","          ","          ","     .244 ","     .128 ","     .073 ","    38.626 ","   27.500 "
"11010 ","00452  ","SUNQUICKPASSIO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.122 ","    1.766 ","     .244 ","     .128 ","     .073 ","    44.514 ","   35.000 "
"11020 ","00452  ","SUNQUICKPASSIO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.122 ","    1.766 ","     .244 ","     .128 ","     .073 ","    44.514 ","   35.000 "
"11060 ","00452  ","SUNQUICKPASSIO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","          ","          ","     .244 ","     .128 ","     .073 ","    38.626 ","   27.500 "
"11010 ","00455  ","SUNQUICK MANGO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.123 ","    1.767 ","     .244 ","     .128 ","     .073 ","    44.516 ","   35.000 "
"11020 ","00455  ","SUNQUICK MANGO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","    4.123 ","    1.767 ","     .244 ","     .128 ","     .073 ","    44.516 ","   35.000 "
"11060 ","00455  ","SUNQUICK MANGO 6/700               ","  6","   33.202 ","          ","    4.380 ","     .599 ","          ","          ","          ","     .244 ","     .128 ","     .073 ","    38.626 ","   27.500 "
"11010 ","00456  ","SUNQUICKEXOTIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    3.796 ","    1.552 ","     .244 ","     .095 ","     .060 ","    44.698 ","   35.000 "
"11020 ","00456  ","SUNQUICKEXOTIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    3.796 ","    1.552 ","     .244 ","     .095 ","     .060 ","    44.698 ","   35.000 "
"11060 ","00456  ","SUNQUICKEXOTIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","          ","          ","     .244 ","     .095 ","     .060 ","    39.350 ","   27.500 "
"11010 ","00457  ","SUNQUICKTROPIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    4.122 ","    1.767 ","     .251 ","     .128 ","     .073 ","    45.292 ","   35.000 "
"11020 ","00457  ","SUNQUICKTROPIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","    4.122 ","    1.767 ","     .251 ","     .128 ","     .073 ","    45.292 ","   35.000 "
"11060 ","00457  ","SUNQUICKTROPIC 6/700               ","  6","   33.848 ","          ","    4.728 ","     .375 ","          ","          ","          ","     .251 ","     .128 ","     .073 ","    39.403 ","   27.500 "
"11010 ","00460  ","SUNQUICKORANGE 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","    9.403 ","    4.030 ","     .572 ","     .293 ","     .166 ","   103.322 ","   35.000 "
"11020 ","00460  ","SUNQUICKORANGE 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","    9.403 ","    4.030 ","     .572 ","     .293 ","     .166 ","   103.322 ","   35.000 "
"11060 ","00460  ","SUNQUICKORANGE 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","          ","          ","     .572 ","     .293 ","     .166 ","    89.889 ","   27.500 "
"11010 ","00461  ","SUNQUICKTROPIC 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","    9.401 ","    4.029 ","     .557 ","     .293 ","     .166 ","   103.304 ","   35.000 "
"11020 ","00461  ","SUNQUICKTROPIC 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","    9.401 ","    4.029 ","     .557 ","     .293 ","     .166 ","   103.304 ","   35.000 "
"11060 ","00461  ","SUNQUICKTROPIC 6/2L                ","  6","   77.216 ","          ","   10.786 ","     .856 ","          ","          ","          ","     .557 ","     .293 ","     .166 ","    89.873 ","   27.500 "
"11010 ","00469  ","SUNTOP ORANGE 30/200               "," 30","   15.171 ","          ","    2.404 ","     .238 ","          ","     .975 ","     .797 ","     .103 ","     .056 ","     .035 ","    19.781 ","   55.000 "
"11020 ","00469  ","SUNTOP ORANGE 30/200               "," 30","   15.171 ","          ","    2.404 ","     .238 ","          ","     .975 ","     .797 ","     .103 ","     .056 ","     .035 ","    19.781 ","   55.000 "
"11060 ","00469  ","SUNTOP ORANGE 30/200               "," 30","   15.171 ","          ","    2.404 ","     .238 ","          ","          ","          ","     .103 ","     .056 ","     .035 ","    18.008 ","   27.500 "
"11010 ","00470  ","SUNTOPTROPICAL 30/200              "," 30","   16.082 ","          ","    2.122 ","     .290 ","          ","     .971 ","     .795 ","     .116 ","     .056 ","     .035 ","    20.468 ","   55.000 "
"11020 ","00470  ","SUNTOPTROPICAL 30/200              "," 30","   16.082 ","          ","    2.122 ","     .290 ","          ","     .971 ","     .795 ","     .116 ","     .056 ","     .035 ","    20.468 ","   55.000 "
"11060 ","00470  ","SUNTOPTROPICAL 30/200              "," 30","   16.082 ","          ","    2.122 ","     .290 ","          ","          ","          ","     .116 ","     .056 ","     .035 ","    18.702 ","   27.500 "
"11010 ","00471  ","SUNTOPREDFRUIT 30/200              "," 30","   15.281 ","          ","    2.477 ","     .238 ","          ","     .971 ","     .795 ","     .116 ","     .056 ","     .035 ","    19.970 ","   55.000 "
"11020 ","00471  ","SUNTOPREDFRUIT 30/200              "," 30","   15.281 ","          ","    2.477 ","     .238 ","          ","     .971 ","     .795 ","     .116 ","     .056 ","     .035 ","    19.970 ","   55.000 "
"11060 ","00471  ","SUNTOPREDFRUIT 30/200              "," 30","   15.281 ","          ","    2.477 ","     .238 ","          ","          ","          ","     .116 ","     .056 ","     .035 ","    18.204 ","   27.500 "
