"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11060 ","404021 ","PLASTIX 60X60  PLEXIGLAS 4.7 BRONZ ","  8","  236.382 ","          ","   10.148 ","     .764 ","          ","          ","          ","    1.600 ","          ","          ","   248.895 ","   35.000 "
"11010 ","404022 ","PLASTIX 60X60  PLEXIGLAS 6.3 BRONZ ","  8","  308.330 ","          ","   11.130 ","    1.410 ","   17.570 ","          ","          ","    2.390 ","          ","          ","   340.830 ","   35.000 "
"11020 ","404022 ","PLASTIX 60X60  PLEXIGLAS 6.3 BRONZ ","  8","  308.330 ","          ","   26.360 ","    2.830 ","   18.020 ","          ","          ","    2.510 ","          ","          ","   358.050 ","   35.000 "
"11060 ","404022 ","PLASTIX 60X60  PLEXIGLAS 6.3 BRONZ ","  8","  308.330 ","          ","   26.360 ","          ","          ","          ","          ","          ","          ","          ","   334.690 ","   35.000 "
"11010 ","404023 ","PLASTIX 60X60  PLEXIGLAS COLORS    ","  8","  157.594 ","          ","    6.285 ","     .936 ","          ","    9.014 ","    7.303 ","    1.056 ","          ","          ","   182.188 ","   35.000 "
"11020 ","404023 ","PLASTIX 60X60  PLEXIGLAS COLORS    ","  8","  157.594 ","          ","    6.285 ","     .936 ","          ","    9.014 ","    7.303 ","    1.056 ","          ","          ","   182.188 ","   35.000 "
"11060 ","404023 ","PLASTIX 60X60  PLEXIGLAS COLORS    ","  8","  157.594 ","          ","    6.285 ","     .936 ","          ","          ","          ","    1.056 ","          ","          ","   165.871 ","   35.000 "
"11010 ","404024 ","PLASTIX 60X60  LEXAN 3.2 CLEAR     ","  8","  193.903 ","          ","    7.733 ","     .480 ","          ","   11.090 ","    9.060 ","    1.311 ","          ","          ","   223.578 ","   35.000 "
"11020 ","404024 ","PLASTIX 60X60  LEXAN 3.2 CLEAR     ","  8","  193.903 ","          ","    7.733 ","     .480 ","          ","   11.090 ","    9.060 ","    1.311 ","          ","          ","   223.578 ","   35.000 "
"11060 ","404024 ","PLASTIX 60X60  LEXAN 3.2 CLEAR     ","  8","  193.903 ","          ","    7.733 ","     .480 ","          ","          ","          ","    1.311 ","          ","          ","   203.427 ","   35.000 "
"11010 ","404025 ","PLASTIX 60X60  LEXAN 4.7 CLEAR     ","  8","  255.564 ","          ","   10.192 ","     .630 ","          ","   14.617 ","   11.940 ","    1.728 ","          ","          ","   294.672 ","   35.000 "
"11020 ","404025 ","PLASTIX 60X60  LEXAN 4.7 CLEAR     ","  8","  255.564 ","          ","   10.192 ","     .630 ","          ","   14.617 ","   11.940 ","    1.728 ","          ","          ","   294.672 ","   35.000 "
"11060 ","404025 ","PLASTIX 60X60  LEXAN 4.7 CLEAR     ","  8","  255.564 ","          ","   10.192 ","     .630 ","          ","          ","          ","    1.728 ","          ","          ","   268.115 ","   35.000 "
"11010 ","404026 ","PLASTIX 60X60  LEXAN 6.3 CLEAR     ","  8","  364.510 ","          ","   14.537 ","     .900 ","          ","   20.848 ","   17.030 ","    2.465 ","          ","          ","   420.291 ","   35.000 "
"11020 ","404026 ","PLASTIX 60X60  LEXAN 6.3 CLEAR     ","  8","  364.510 ","          ","   14.537 ","     .900 ","          ","   20.848 ","   17.030 ","    2.465 ","          ","          ","   420.291 ","   35.000 "
"11060 ","404026 ","PLASTIX 60X60  LEXAN 6.3 CLEAR     ","  8","  364.510 ","          ","   14.537 ","     .900 ","          ","          ","          ","    2.465 ","          ","          ","   382.412 ","   35.000 "
"11010 ","404027 ","PLASTIX 60X60  LEXAN 3.2 BRONZ     ","  8","  213.741 ","          ","    6.372 ","    1.269 ","   12.106 ","          ","    9.905 ","    1.432 ","          ","          ","   244.826 ","   35.000 "
"11020 ","404027 ","PLASTIX 60X60  LEXAN 3.2 BRONZ     ","  8","  213.741 ","          ","    6.372 ","    1.269 ","   12.106 ","          ","    9.905 ","    1.432 ","          ","          ","   244.826 ","   35.000 "
"11060 ","404027 ","PLASTIX 60X60  LEXAN 3.2 BRONZ     ","  8","  213.741 ","          ","    6.372 ","    1.269 ","          ","          ","          ","    1.432 ","          ","          ","   222.814 ","          "
"11010 ","404028 ","PLASTIX 60X60  LEXAN 4.7 BRONZ     ","  8","  281.299 ","          ","   12.077 ","     .910 ","   16.136 ","          ","   13.202 ","    1.905 ","          ","          ","   325.528 ","   35.000 "
"11020 ","404028 ","PLASTIX 60X60  LEXAN 4.7 BRONZ     ","  8","  281.299 ","          ","   12.077 ","     .910 ","   16.136 ","          ","   13.202 ","    1.905 ","          ","          ","   325.528 ","   35.000 "
"11060 ","404028 ","PLASTIX 60X60  LEXAN 4.7 BRONZ     ","  8","  281.299 ","          ","   12.077 ","     .910 ","          ","          ","          ","    1.905 ","          ","          ","   296.190 ","          "
"11010 ","404029 ","PLASTIX 60X60  LEXAN 6.3 BRONZ     ","  8","  405.623 ","          ","   17.414 ","    1.312 ","   23.267 ","          ","   19.037 ","    2.746 ","          ","          ","   469.399 ","   35.000 "
"11020 ","404029 ","PLASTIX 60X60  LEXAN 6.3 BRONZ     ","  8","  405.623 ","          ","   17.414 ","    1.312 ","   23.267 ","          ","   19.037 ","    2.746 ","          ","          ","   469.399 ","   35.000 "
"11060 ","404029 ","PLASTIX 60X60  LEXAN 6.3 BRONZ     ","  8","  405.623 ","          ","   17.414 ","    1.312 ","          ","          ","          ","    2.746 ","          ","          ","   427.095 ","   35.000 "
"11010 ","404030 ","PLASTIX 60X60  LEXAN LIGHT DIFFUSE ","  8","  381.920 ","          ","   24.960 ","          ","   27.120 ","          ","          ","          ","          ","          ","   434.000 ","   35.000 "
"11020 ","404030 ","PLASTIX 60X60  LEXAN LIGHT DIFFUSE ","  8","  381.920 ","          ","   24.960 ","          ","   27.120 ","          ","          ","          ","          ","          ","   434.000 ","   30.000 "
"11060 ","404030 ","PLASTIX 60X60  LEXAN LIGHT DIFFUSE ","  8","  381.920 ","          ","   24.960 ","          ","          ","          ","          ","          ","          ","          ","   406.880 ","   35.000 "
"11010 ","404031 ","PLASTIX 60X60  SPIEGEL             ","  8","  274.070 ","          ","   23.430 ","    2.520 ","   16.020 ","          ","          ","    2.230 ","          ","          ","   318.270 ","   35.000 "
"11020 ","404031 ","PLASTIX 60X60  SPIEGEL             ","  8","  274.070 ","          ","   23.430 ","    2.520 ","   16.020 ","          ","          ","    2.230 ","          ","          ","   318.270 ","   30.000 "
"11060 ","404031 ","PLASTIX 60X60  SPIEGEL             ","  8","  274.070 ","          ","   23.430 ","          ","          ","          ","          ","          ","          ","          ","   297.500 ","   35.000 "
"11010 ","404032 ","PLASTIX 60X60  LEXAN 1.5 CLEAR     ","  8","  131.040 ","          ","    5.226 ","     .411 ","          ","    7.495 ","    6.041 ","     .762 ","          ","          ","   150.975 ","   35.000 "
"11020 ","404032 ","PLASTIX 60X60  LEXAN 1.5 CLEAR     ","  8","  131.040 ","          ","    5.226 ","     .411 ","          ","    7.495 ","    6.041 ","     .762 ","          ","          ","   150.975 ","   35.000 "
"11060 ","404032 ","PLASTIX 60X60  LEXAN 1.5 CLEAR     ","  8","  131.040 ","          ","    5.226 ","     .411 ","          ","          ","          ","     .762 ","          ","          ","   137.439 ","   35.000 "
"11010 ","404038 ","PLASTIX 120X60 EGG CRATE           "," 15","  279.300 ","          ","   32.100 ","          ","   20.700 ","          ","          ","          ","          ","          ","   332.100 ","   30.000 "
"11020 ","404038 ","PLASTIX 120X60 EGG CRATE           "," 15","  279.300 ","          ","   32.100 ","          ","   20.700 ","          ","          ","          ","          ","          ","   332.100 ","   30.000 "
"11060 ","404038 ","PLASTIX 120X60 EGG CRATE           "," 15","  279.300 ","          ","   32.100 ","          ","          ","          ","          ","          ","          ","          ","   311.400 ","   35.000 "
"11010 ","404039 ","LABELS 15 ROL AD 1110 PLAIN WHITE  "," 15","  250.614 ","    3.580 ","    6.461 ","     .440 ","   15.197 ","          ","   12.434 ","    1.605 ","          ","          ","   290.331 ","   50.000 "
"11020 ","404039 ","LABELS 15 ROL AD 1110 PLAIN WHITE  "," 15","  250.614 ","    3.580 ","    6.461 ","     .440 ","   15.197 ","          ","   12.434 ","    1.605 ","          ","          ","   290.331 ","   50.000 "
"11060 ","404039 ","LABELS 15 ROL AD 1110 PLAIN WHITE  "," 15","  250.614 ","    3.580 ","    6.461 ","     .440 ","          ","          ","          ","    1.605 ","          ","          ","   262.700 ","   58.000 "
"11010 ","404040 ","LABELS 15 ROL AD 1110 YELLOW  LABE "," 15","  297.020 ","    4.330 ","    9.770 ","    1.540 ","   17.110 ","          ","          ","    1.940 ","          ","          ","   331.710 ","   45.000 "
"11020 ","404040 ","LABELS 15 ROL AD 1110 YELLOW  LABE "," 15","  297.020 ","    4.330 ","    9.770 ","    1.540 ","   17.110 ","          ","          ","    1.940 ","          ","          ","   331.710 ","   45.000 "
"11060 ","404040 ","LABELS 15 ROL AD 1110 YELLOW  LABE "," 15","  297.020 ","    4.330 ","    9.770 ","    1.540 ","          ","          ","          ","    1.940 ","          ","          ","   314.600 ","   45.000 "
"11010 ","404041 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  338.793 ","    6.420 ","    8.734 ","     .595 ","   20.544 ","          ","   16.809 ","    2.170 ","          ","          ","   394.065 ","   35.000 "
"11020 ","404041 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  338.793 ","    6.420 ","    8.734 ","     .595 ","   20.544 ","          ","   16.809 ","    2.170 ","          ","          ","   394.065 ","   35.000 "
"11060 ","404041 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  338.793 ","    6.420 ","    8.734 ","     .595 ","          ","          ","          ","    2.170 ","          ","          ","   356.712 ","   30.000 "
"11010 ","404042 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  348.075 ","    4.870 ","    8.974 ","     .612 ","   21.107 ","          ","   17.269 ","    2.229 ","          ","          ","   403.136 ","   30.000 "
"11020 ","404042 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  348.075 ","    4.870 ","    8.974 ","     .612 ","   21.107 ","          ","   17.269 ","    2.229 ","          ","          ","   403.136 ","   30.000 "
"11060 ","404042 ","LABELS 15 ROL AD 1110 FLOURESCENT  "," 15","  348.075 ","    4.870 ","    8.974 ","     .612 ","          ","          ","          ","    2.229 ","          ","          ","   364.759 ","   30.000 "
"11010 ","404044 ","LABELS 16 ROL AD 1115 PLAIN RED LA "," 16","  983.840 ","          ","   41.140 ","          ","   44.620 ","          ","          ","          ","          ","          ","  1069.600 ","   30.000 "
"11020 ","404044 ","LABELS 16 ROL AD 1115 PLAIN RED LA "," 16","  983.840 ","          ","   41.140 ","          ","   44.620 ","          ","          ","          ","          ","          ","  1069.600 ","   30.000 "
"11060 ","404044 ","LABELS 16 ROL AD 1115 PLAIN RED LA "," 16","  983.840 ","          ","   41.140 ","          ","          ","          ","          ","          ","          ","          ","  1024.980 ","   30.000 "
"11010 ","404045 ","LABELS 8 ROL  AD 1130/1131/1136 WH ","  8","  416.350 ","          ","   17.410 ","          ","   18.880 ","          ","          ","          ","          ","          ","   452.640 ","   40.000 "
"11020 ","404045 ","LABELS 8 ROL  AD 1130/1131/1136 WH ","  8","  416.350 ","          ","   17.410 ","          ","   18.880 ","          ","          ","          ","          ","          ","   452.640 ","   40.000 "
"11060 ","404045 ","LABELS 8 ROL  AD 1130/1131/1136 WH ","  8","  416.350 ","          ","   17.410 ","          ","          ","          ","          ","          ","          ","          ","   433.760 ","   40.000 "
"11010 ","404046 ","LABELS        AD MACHINE BANDS     ","  1","    2.180 ","          ","     .140 ","          ","     .150 ","          ","          ","          ","          ","          ","     2.470 ","   75.000 "
"11020 ","404046 ","LABELS        AD MACHINE BANDS     ","  1","    2.180 ","          ","     .140 ","          ","     .150 ","          ","          ","          ","          ","          ","     2.470 ","   75.000 "
"11060 ","404046 ","LABELS        AD MACHINE BANDS     ","  1","    2.180 ","          ","     .140 ","          ","          ","          ","          ","          ","          ","          ","     2.320 ","          "
"11010 ","404047 ","MONARCHMACHINE 20 ROL AD 1110 LABE "," 20"," 1116.750 ","   16.260 ","   32.250 ","    4.990 ","  120.660 ","          ","   51.710 ","    7.500 ","          ","          ","  1350.120 ","   30.000 "
"11020 ","404047 ","MONARCHMACHINE 20 ROL AD 1110 LABE "," 20"," 1116.750 ","   16.260 ","   32.250 ","    4.990 ","  120.660 ","          ","   51.710 ","    7.500 ","          ","          ","  1350.120 ","   30.000 "
"11060 ","404047 ","MONARCHMACHINE 20 ROL AD 1110 LABE "," 20"," 1116.750 ","   16.260 ","   32.250 ","    4.990 ","          ","          ","          ","    7.500 ","          ","          ","  1177.750 ","   36.500 "
"11010 ","404048 ","MONARCHMACHINE 20 ROL AD 1115 LABE "," 20"," 2219.672 ","          ","   57.225 ","    3.900 ","  256.961 ","          ","  110.126 ","   14.935 ","          ","          ","  2662.819 ","   45.000 "
"11020 ","404048 ","MONARCHMACHINE 20 ROL AD 1115 LABE "," 20"," 2219.672 ","          ","   57.225 ","    3.900 ","  256.961 ","          ","  110.126 ","   14.935 ","          ","          ","  2662.819 ","   45.000 "
"11060 ","404048 ","MONARCHMACHINE 20 ROL AD 1115 LABE "," 20"," 2219.672 ","          ","   57.225 ","    3.900 ","          ","          ","          ","   14.935 ","          ","          ","  2295.732 ","   37.500 "
"11010 ","404053 ","PLASTIX        HYGARD 750     BULL ","  8"," 5992.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","  5992.080 ","   45.000 "
"11020 ","404053 ","PLASTIX        HYGARD 750     BULL ","  8"," 5992.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","  5992.080 ","   45.000 "
"11060 ","404053 ","PLASTIX        HYGARD 750     BULL ","  8","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","404054 ","PLASTIX        SKYDEX (60X1.2)     ","  1","   12.620 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.620 ","   30.000 "
"11020 ","404054 ","PLASTIX        SKYDEX (60X1.2)     ","  1","   12.620 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.620 ","   30.000 "
"11060 ","404054 ","PLASTIX        SKYDEX (60X1.2)     ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","404056 ","INK ROLLERS        AD 1110 MODEL B ","  1","    1.260 ","     .200 ","     .150 ","          ","     .270 ","          ","          ","     .010 ","          ","          ","     1.890 ","   65.000 "
"11020 ","404056 ","INK ROLLERS        AD 1110 MODEL B ","  1","    1.260 ","     .200 ","     .150 ","          ","     .270 ","          ","          ","     .010 ","          ","          ","     1.890 ","   65.000 "
"11060 ","404056 ","INK ROLLERS        AD 1110 MODEL B ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   74.000 "
"11010 ","404057 ","LABELS 15 ROL AD 1110 RED LABELS A "," 15","  691.510 ","   10.430 ","    4.620 ","     .760 ","          ","   40.100 ","          ","    4.400 ","          ","          ","   751.820 ","   20.000 "
"11020 ","404057 ","LABELS 15 ROL AD 1110 RED LABELS A "," 15","  691.510 ","   10.430 ","    4.620 ","     .760 ","          ","   40.100 ","          ","    4.400 ","          ","          ","   751.820 ","   20.000 "
"11060 ","404057 ","LABELS 15 ROL AD 1110 RED LABELS A "," 15","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","404060 ","INK ROLLERS        AD 1115 MODEL B ","  1","    9.191 ","          ","     .237 ","     .016 ","     .557 ","          ","     .456 ","     .059 ","          ","          ","    10.516 ","   40.000 "
"11020 ","404060 ","INK ROLLERS        AD 1115 MODEL B ","  1","    9.191 ","          ","     .237 ","     .016 ","     .557 ","          ","     .456 ","     .059 ","          ","          ","    10.516 ","   40.000 "
"11060 ","404060 ","INK ROLLERS        AD 1115 MODEL B ","  1","    9.191 ","          ","     .237 ","     .016 ","          ","          ","          ","     .059 ","          ","          ","     9.503 ","          "
"11010 ","404061 ","LABELS 16 ROL AD 1115 PLAIN WHITE  "," 16","  519.790 ","          ","   15.010 ","    2.320 ","   29.420 ","          ","   24.070 ","    3.330 ","          ","          ","   593.940 ","   60.000 "
"11020 ","404061 ","LABELS 16 ROL AD 1115 PLAIN WHITE  "," 16","  519.790 ","          ","   15.010 ","    2.320 ","   29.420 ","          ","   24.070 ","    3.330 ","          ","          ","   593.940 ","   60.000 "
"11060 ","404061 ","LABELS 16 ROL AD 1115 PLAIN WHITE  "," 16","  519.790 ","          ","   15.010 ","    2.320 ","          ","          ","          ","    3.330 ","          ","          ","   540.450 ","          "
"11010 ","404062 ","LABELS 16 ROL AD 1115 PLAIN GREEN  "," 16","  983.840 ","          ","   41.140 ","          ","   44.620 ","          ","          ","          ","          ","          ","  1069.600 ","   30.000 "
"11020 ","404062 ","LABELS 16 ROL AD 1115 PLAIN GREEN  "," 16","  983.840 ","          ","   41.140 ","          ","   44.620 ","          ","          ","          ","          ","          ","  1069.600 ","   30.000 "
"11060 ","404062 ","LABELS 16 ROL AD 1115 PLAIN GREEN  "," 16","  983.840 ","          ","   41.140 ","          ","          ","          ","          ","          ","          ","          ","  1024.980 ","          "
"11010 ","404063 ","PLASTIX        CLEAR M ACRYLIC 30M ","  8"," 1368.640 ","          ","   58.758 ","    4.426 ","   78.507 ","          ","   64.233 ","    9.266 ","          ","          ","  1583.830 ","          "
"11020 ","404063 ","PLASTIX        CLEAR M ACRYLIC 30M ","  8"," 1368.640 ","          ","   58.758 ","    4.426 ","   78.507 ","          ","   64.233 ","    9.266 ","          ","          ","  1583.830 ","          "
"11060 ","404063 ","PLASTIX        CLEAR M ACRYLIC 30M ","  8"," 1368.640 ","          ","   58.758 ","    4.426 ","          ","          ","          ","    9.266 ","          ","          ","  1441.090 ","          "
"11010 ","504001 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","   99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 ","   20.000 "
"11020 ","504001 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","   99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 ","   20.000 "
"11060 ","504001 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   15.500 "
"11010 ","504002 ","ALC. GLACIAL 24/250 ALCOLADO GLACI "," 24","   99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 ","   20.000 "
"11020 ","504002 ","ALC. GLACIAL 24/250 ALCOLADO GLACI "," 24","   99.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    99.600 ","   20.000 "
"11060 ","504002 ","ALC. GLACIAL 24/250 ALCOLADO GLACI "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   15.500 "
"11010 ","504003 ","ALC. GLACIAL 12/500 ALCOLADO GLACI "," 12","   87.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.600 ","   20.000 "
"11020 ","504003 ","ALC. GLACIAL 12/500 ALCOLADO GLACI "," 12","   87.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.600 ","   20.000 "
"11060 ","504003 ","ALC. GLACIAL 12/500 ALCOLADO GLACI "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   15.000 "
"11010 ","504004 ","ALC. GLACIAL 50/1OZ ALCOLADO GLACI "," 50","   57.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    57.500 ","   20.000 "
"11020 ","504004 ","ALC. GLACIAL 50/1OZ ALCOLADO GLACI "," 50","   57.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    57.500 ","   20.000 "
"11060 ","504004 ","ALC. GLACIAL 50/1OZ ALCOLADO GLACI "," 50","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   27.500 "
"11010 ","504005 ","ALC. GLACIAL 72/090 ALC.GLACIAL SO "," 72","  147.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   147.600 ","   20.000 "
"11020 ","504005 ","ALC. GLACIAL 72/090 ALC.GLACIAL SO "," 72","  147.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   147.600 ","   20.000 "
"11060 ","504005 ","ALC. GLACIAL 72/090 ALC.GLACIAL SO "," 72","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   18.500 "
"11010 ","504006 ","ALC. GLACIAL 50/30G ALC.GLAC.TOWEL "," 50","   87.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.450 ","   20.000 "
"11020 ","504006 ","ALC. GLACIAL 50/30G ALC.GLAC.TOWEL "," 50","   87.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    87.450 ","   20.000 "
"11060 ","504006 ","ALC. GLACIAL 50/30G ALC.GLAC.TOWEL "," 50","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504007 ","ALC. GLACIAL 1/250  ALC.GLAC.COOL  ","  1","   10.494 ","          ","          ","          ","          ","          ","    2.094-","          ","          ","          ","     8.400 ","   20.000 "
"11020 ","504007 ","ALC. GLACIAL 1/250  ALC.GLAC.COOL  ","  1","   10.494 ","          ","          ","          ","          ","          ","    2.094-","          ","          ","          ","     8.400 ","   20.000 "
"11060 ","504007 ","ALC. GLACIAL 1/250  ALC.GLAC.COOL  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   33.400 "
"11010 ","504008 ","ALC. GLACIAL 12/570 GLACIAL RUB 12 "," 12","   50.400 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.400 ","   20.000 "
"11020 ","504008 ","ALC. GLACIAL 12/570 GLACIAL RUB 12 "," 12","   50.400 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    50.400 ","   20.000 "
"11060 ","504008 ","ALC. GLACIAL 12/570 GLACIAL RUB 12 "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   19.500 "
"11010 ","504009 ","ALC. GLACIAL 36/125 GLACIAL HAND S "," 36","  138.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.600 ","   20.000 "
"11020 ","504009 ","ALC. GLACIAL 36/125 GLACIAL HAND S "," 36","  138.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.600 ","   20.000 "
"11060 ","504009 ","ALC. GLACIAL 36/125 GLACIAL HAND S "," 36","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   20.500 "
"11010 ","504011 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","  102.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   102.600 ","   20.000 "
"11020 ","504011 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","  102.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   102.600 ","   20.000 "
"11060 ","504011 ","ALC. GLACIAL 36/125 ALCOLADO GLACI "," 36","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   16.000 "
"11010 ","504012 ","ALC. GLACIAL 16/250 ALCOLADO GLACI "," 16","   96.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    96.800 ","   20.000 "
"11020 ","504012 ","ALC. GLACIAL 16/250 ALCOLADO GLACI "," 16","   96.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    96.800 ","   20.000 "
"11060 ","504012 ","ALC. GLACIAL 16/250 ALCOLADO GLACI "," 16","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","   17.500 "
"11010 ","504013 ","ALC. GLACIAL 72/30  GLACIAL HS BAG "," 72","  100.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   100.800 ","   20.000 "
"11020 ","504013 ","ALC. GLACIAL 72/30  GLACIAL HS BAG "," 72","  100.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   100.800 ","   20.000 "
"11060 ","504013 ","ALC. GLACIAL 72/30  GLACIAL HS BAG "," 72","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504014 ","ALC. GLACIAL 6/625  GLACIAL REFILL ","  6","   54.840 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    54.840 ","   20.000 "
"11020 ","504014 ","ALC. GLACIAL 6/625  GLACIAL REFILL ","  6","   54.840 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    54.840 ","   20.000 "
"11060 ","504014 ","ALC. GLACIAL 6/625  GLACIAL REFILL ","  6","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504015 ","ALC. GLACIAL 12/500 GLACIAL ETHYL  "," 12","   68.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    68.640 ","   20.000 "
"11020 ","504015 ","ALC. GLACIAL 12/500 GLACIAL ETHYL  "," 12","   68.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    68.640 ","   20.000 "
"11060 ","504015 ","ALC. GLACIAL 12/500 GLACIAL ETHYL  "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504016 ","ALC. GLACIAL 24/250 GLACIAL ETHYL  "," 24","  106.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   106.800 ","   20.000 "
"11020 ","504016 ","ALC. GLACIAL 24/250 GLACIAL ETHYL  "," 24","  106.800 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   106.800 ","   20.000 "
"11060 ","504016 ","ALC. GLACIAL 24/250 GLACIAL ETHYL  "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504017 ","ALC. GLACIAL 24/355 GLACIAL ETHYL  "," 24","  138.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.000 ","   20.000 "
"11020 ","504017 ","ALC. GLACIAL 24/355 GLACIAL ETHYL  "," 24","  138.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","   138.000 ","   20.000 "
"11060 ","504017 ","ALC. GLACIAL 24/355 GLACIAL ETHYL  "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504019 ","ALC. GLACIAL 50/30  GLACIAL SANITI "," 50","   58.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    58.500 ","   20.000 "
"11020 ","504019 ","ALC. GLACIAL 50/30  GLACIAL SANITI "," 50","   58.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    58.500 ","   20.000 "
"11060 ","504019 ","ALC. GLACIAL 50/30  GLACIAL SANITI "," 50","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504020 ","ALC. GLACIAL 36/125 GLACIAL SANITI "," 36","   92.160 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    92.160 ","   20.000 "
"11020 ","504020 ","ALC. GLACIAL 36/125 GLACIAL SANITI "," 36","   92.160 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    92.160 ","   20.000 "
"11060 ","504020 ","ALC. GLACIAL 36/125 GLACIAL SANITI "," 36","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","504021 ","ALC. GLACIAL 24/250 GLACIAL SANITI "," 24","   82.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    82.680 ","   20.000 "
"11020 ","504021 ","ALC. GLACIAL 24/250 GLACIAL SANITI "," 24","   82.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    82.680 ","   20.000 "
"11060 ","504021 ","ALC. GLACIAL 24/250 GLACIAL SANITI "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
